"simple_linnean_group_alt","major_type","linnean_order","linnean_family","linnean_subfamily","linnean_tribe","species","subspecies","genus","internal_id","canonical_sciname","notes","citation","extinct?","juniorSynonym?","synonymOf?","newSppSinceMSW3?","IfNew_category","IfNew_valid_SciName","IfNew_described_SciName","IfNew_GeoRegion","IfNew_evidenceCitation","IfNew_evidenceAuthors","IfNew_evidenceYear","IfNew_evidenceLink","IfNew_nameCitation","IfNew_nameAuthors","IfNew_nameYear","IfNew_nameLink","genusTransfersinceMSW3?","IfTransfer_oldSciName","IfTransfer_oldIUCN_ID","IfTransfer_evidenceCitation"
"placentalia","boreoeutheria","eulipotyphla","talpidae","talpinae","talpini","occidentalis","","talpa","41483","Talpa occidentalis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","talpidae","talpinae","talpini","ognevi","","talpa","100000814","Talpa ognevi","Elevated subsp","Bannikova, A. A., Zemlemerova, E. D., Colangelo, P., Sözen, M., Sevindik, M., Kidov, A. A., Dzuev, R. I., Kryštufek, B. & Lebedev, V. S. (2015). An underground burst of diversity – a new look at the phylogeny and taxonomy of the genus Talpa Linnaeus, 1758 (Mammalia: Talpidae) as revealed by nuclear and mitochondrial genes. Zoological Journal of the Linnean Society, 175, 930–948.","false","false","","true","splitfromexisting","Talpa ognevi","Talpa ognevi"," notentered","Bannikova, A. A., Zemlemerova, E. D., Colangelo, P., Sözen, M., Sevindik, M., Kidov, A. A., Dzuev, R. I., Kryštufek, B. & Lebedev, V. S. (2015). An underground burst of diversity – a new look at the phylogeny & taxonomy of the genus Talpa Linnaeus, 1758 (Mammalia: Talpidae) as revealed by nuclear & mitochondrial genes. Zoological Journal of the Linnean Society, 175, 930–948.","Bannikova, A A., Zemlemerova, E D., Colangelo, P., Sözen, M., Sevindik, M., Kidov, A A., Dzuev, R I., Kryštufek, B & Lebedev, V S ","2015"," noneYet"," noneYet","Stroganov","1944"," noneYet","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","talpidae","talpinae","talpini","romana","","talpa","41484","Talpa romana","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","talpidae","talpinae","talpini","stankovici","","talpa","41485","Talpa stankovici","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","talpidae","talpinae","talpini","talyschensis","","talpa","100000815","Talpa talyschensis","Elevated subsp","Bannikova, A. A., Zemlemerova, E. D., Colangelo, P., Sözen, M., Sevindik, M., Kidov, A. A., Dzuev, R. I., Kryštufek, B. & Lebedev, V. S. (2015). An underground burst of diversity – a new look at the phylogeny and taxonomy of the genus Talpa Linnaeus, 1758 (Mammalia: Talpidae) as revealed by nuclear and mitochondrial genes. Zoological Journal of the Linnean Society, 175, 930–948.","false","false","","true","splitfromexisting","Talpa talyschensis","Talpa talyschensis"," notentered","Bannikova, A. A., Zemlemerova, E. D., Colangelo, P., Sözen, M., Sevindik, M., Kidov, A. A., Dzuev, R. I., Kryštufek, B. & Lebedev, V. S. (2015). An underground burst of diversity – a new look at the phylogeny & taxonomy of the genus Talpa Linnaeus, 1758 (Mammalia: Talpidae) as revealed by nuclear & mitochondrial genes. Zoological Journal of the Linnean Society, 175, 930–948.","Bannikova, A A., Zemlemerova, E D., Colangelo, P., Sözen, M., Sevindik, M., Kidov, A A., Dzuev, R I., Kryštufek, B & Lebedev, V S ","2015"," noneYet"," noneYet","Vereschchagan","1945"," noneYet","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","talpidae","talpinae","talpini","transcaucasica","","talpa","400000452","Talpa transcaucasica","Elevated subsp","Bannikova, A. A., Zemlemerova, E. D., Colangelo, P., Sözen, M., Sevindik, M., Kidov, A. A., Dzuev, R. I., Kryštufek, B. & Lebedev, V. S. (2015). An underground burst of diversity – a new look at the phylogeny and taxonomy of the genus Talpa Linnaeus, 1758 (Mammalia: Talpidae) as revealed by nuclear and mitochondrial genes. Zoological Journal of the Linnean Society, 175, 930–948.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","xenarthra","pilosa","myrmecophagidae","","","mexicana","","tamandua","21349","Tamandua mexicana","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","xenarthra","pilosa","myrmecophagidae","","","tetradactyla","","tamandua","21350","Tamandua tetradactyla","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","xerinae","marmotini","striatus","","tamias","42583","Tamias striatus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","sciurinae","sciurini","douglasii","","tamiasciurus","42586","Tamiasciurus douglasii","","Hope, A.G., Malaney, J.L., Bell, K.C., Salazar-Miralles, F., Chavez, A.S., Barber, B.R., Cook, J.A. 2016. Revision of widespread red squirrels (genus: Tamiasciurus) highlights the complexity of speciation within North American forests. Molecular Phylogenetics and Evolution 100: 170-182.","false","false","tamiasciurus mearnsi","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","sciurinae","sciurini","fremonti","","tamiasciurus","400000453","Tamiasciurus fremonti","Not new, just not on Upham list","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","sciurinae","sciurini","hudsonicus","","tamiasciurus","42587","Tamiasciurus hudsonicus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","callosciurinae","callosciurini","maritimus","","tamiops","21380","Tamiops maritimus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","callosciurinae","callosciurini","mcclellandii","","tamiops","400000454","Tamiops mcclellandii","misspelled: missing an 'L'","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","callosciurinae","callosciurini","rodolphii","","tamiops","21381","Tamiops rodolphii","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","callosciurinae","callosciurini","swinhoei","","tamiops","21382","Tamiops swinhoei","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","phyllotini","primus","","tapecomys","136772","Tapecomys primus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","achates","","taphozous","21453","Taphozous achates","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","australis","","taphozous","21452","Taphozous australis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","georgianus","","taphozous","21454","Taphozous georgianus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","hamiltoni","","taphozous","21455","Taphozous hamiltoni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","hildegardeae","","taphozous","21456","Taphozous hildegardeae","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","hilli","","taphozous","21457","Taphozous hilli","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","kapalgensis","","taphozous","21458","Taphozous kapalgensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","longimanus","","taphozous","21459","Taphozous longimanus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","mauritianus","","taphozous","21460","Taphozous mauritianus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","melanopogon","","taphozous","21461","Taphozous melanopogon","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","nudiventris","","taphozous","21462","Taphozous nudiventris","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","perforatus","","taphozous","400000457","Taphozous perforatus","MSW3 uses -us. Spelling: Burgin -es, Upham -us","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","theobaldi","","taphozous","21465","Taphozous theobaldi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","emballonuridae","taphozoinae","","troughtoni","","taphozous","21466","Taphozous troughtoni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","perissodactyla","tapiridae","","","bairdii","","tapirus","21471","Tapirus bairdii","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","perissodactyla","tapiridae","","","indicus","","tapirus","21472","Tapirus indicus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","perissodactyla","tapiridae","","","kabomani","","tapirus","400000458","Tapirus kabomani","syn of T. terrestris","Ruiz-García, M., Vásquez, C., Sandoval, S., Kaston, F., Luengas-Villamil, K., & Shostell, J. M. (2016). Phylogeography and spatial structure of the lowland tapir (Tapirus terrestris, Perissodactyla: Tapiridae) in South America. Mitochondrial DNA Part A, 27(4), 2334-2342.","false","true","tapirus terrestris","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","perissodactyla","tapiridae","","","pinchaque","","tapirus","21473","Tapirus pinchaque","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","perissodactyla","tapiridae","","","terrestris","","tapirus","21474","Tapirus terrestris","includes T. kabomani","Ruiz-García, M., Vásquez, C., Sandoval, S., Kaston, F., Luengas-Villamil, K., & Shostell, J. M. (2016). Phylogeography and spatial structure of the lowland tapir (Tapirus terrestris, Perissodactyla: Tapiridae) in South America. Mitochondrial DNA Part A, 27(4), 2334-2342.","false","false","","true","denovo","Tapirus terrestris","Tapirus kabomani","brazil (amazonas, mato grosso, rondonia), colombia","Cozzuol, M.A., Clozato, C.L., Holanda, E.C., Rodriguez, F.H.G., Nienow, S., de Thoisy, B., Redondo, R.A.F. & Santos, F.R. 2013. A new species of tapir from the Amazon. Journal of Mammalogy 94 (6): 1331-1345 [145]","Cozzuol, M.A., Clozato, C.L., Holanda, E.C., Rodriguez, F.H.G., Nienow, S., de Thoisy, B., Redondo, R.A.F & Santos, F.R","2013"," noneYet"," noneYet","Cozzuol, M.A., Clozato, C.L., Holanda, E.C., Rodriguez, F.H.G., Nienow, S., de Thoisy, B., Redondo, R.A.F & Santos, F.R","2013"," noneYet","false","NA","",""
"marsupalia","australidelphia","diprotodontia","tarsipedidae","","","rostratus","","tarsipes","40583","Tarsipes rostratus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","dentatus","","tarsius","21489","Tarsius dentatus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","fuscus","","tarsius","400000459","Tarsius fuscus","split from T. tarsier","Groves, C., & Shekelle, M. (2010). The genera and species of Tarsiidae. International Journal of Primatology, 31(6), 1071-1082.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","lariang","","tarsius","136319","Tarsius lariang","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","pelengensis","","tarsius","21494","Tarsius pelengensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","pumilus","","tarsius","21490","Tarsius pumilus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","sangirensis","","tarsius","21493","Tarsius sangirensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","spectrumgurskyae","","tarsius","100000817","Tarsius spectrumgurskyae","described in 2017","Shekelle, M., Groves, C. P., Maryanto, I., & Mittermeier, R. A. (2017). Two New Tarsier Species (Tarsiidae, Primates) and the Biogeography of Sulawesi, Indonesia. Primate Conservation (31): 1-9.","false","false","","true","denovo","Tarsius spectrumgurskyae","Tarsius spectrumgurskyae","sulawesi","Shekelle, M., Groves, C. P., Maryanto, I., & Mittermeier, R. A. (2017). Two New Tarsier Species (Tarsiidae, Primates) & the Biogeography of Sulawesi, Indonesia. Primate Conservation (31): 1-9.","Shekelle, M., Groves, C P., Maryanto, I., & Mittermeier, R A ","2017"," noneYet"," noneYet","Shekelle, Groves, Maryanto & Mittermeier","2017"," noneYet","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","supriatnai","","tarsius","100000818","Tarsius supriatnai","described in 2017","Shekelle, M., Groves, C. P., Maryanto, I., & Mittermeier, R. A. (2017). Two New Tarsier Species (Tarsiidae, Primates) and the Biogeography of Sulawesi, Indonesia. Primate Conservation (31): 1-9.","false","false","","true","denovo","Tarsius supriatnai","Tarsius supriatnai","sulawesi","Shekelle, M., Groves, C. P., Maryanto, I., & Mittermeier, R. A. (2017). Two New Tarsier Species (Tarsiidae, Primates) & the Biogeography of Sulawesi, Indonesia. Primate Conservation (31): 1-9.","Shekelle, M., Groves, C P., Maryanto, I., & Mittermeier, R A ","2017"," noneYet"," noneYet","Shekelle, Groves, Maryanto & Mittermeier","2017"," noneYet","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","tarsier","","tarsius","21491","Tarsius tarsier","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","tumpara","","tarsius","179234","Tarsius tumpara","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","tarsiidae","","","wallacei","","tarsius","195277","Tarsius wallacei","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","rattini","apoensis","","tarsomys","21495","Tarsomys apoensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","rattini","echinatus","","tarsomys","21496","Tarsomys echinatus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","shepherdi","","tasmacetus","21500","Tasmacetus shepherdi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","rattini","macrocercus","","tateomys","21507","Tateomys macrocercus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","rattini","rhinogradoides","","tateomys","21508","Tateomys rhinogradoides","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","indica","","tatera","21514","Tatera indica","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","arenarius","","taterillus","21521","Taterillus arenarius","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","congicus","","taterillus","21522","Taterillus congicus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","emini","","taterillus","21523","Taterillus emini","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","gracilis","","taterillus","21524","Taterillus gracilis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","lacustris","","taterillus","21526","Taterillus lacustris","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","petteri","","taterillus","21527","Taterillus petteri","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","pygargus","","taterillus","21528","Taterillus pygargus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","tranieri","","taterillus","45077","Taterillus tranieri","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","taxidiinae","","taxus","","taxidea","41663","Taxidea taxus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","tayassuidae","","","pecari","","tayassu","41778","Tayassu pecari","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","afrotheria","afrosoricida","tenrecidae","tenrecinae","","ecaudatus","","tenrec","40595","Tenrec ecaudatus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","bovidae","bovinae","boselaphini","quadricornis","","tetracerus","21661","Tetracerus quadricornis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","arvicanthini","loringi","","thallomys","21690","Thallomys loringi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","arvicanthini","nigricauda","","thallomys","21691","Thallomys nigricauda","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","arvicanthini","paedulcus","","thallomys","21692","Thallomys paedulcus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","arvicanthini","shortridgei","","thallomys","21693","Thallomys shortridgei","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","akodontini","cerradensis","","thalpomys","21694","Thalpomys cerradensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","akodontini","lasiotis","","thalpomys","21695","Thalpomys lasiotis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","arvicanthini","kempi","","thamnomys","21703","Thamnomys kempi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","arvicanthini","major","","thamnomys","400000460","Thamnomys major","Consistent with MSW3: on Burgin unmatched, b/c missing from Upham list","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","arvicanthini","schoutedeni","","thamnomys","45078","Thamnomys schoutedeni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","arvicanthini","venustus","","thamnomys","21702","Thamnomys venustus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","akodontini","nigrita","","thaptomys","750","Thaptomys nigrita","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","cercopithecidae","cercopithecinae","papionini","gelada","","theropithecus","21744","Theropithecus gelada","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","andersoni","","thomasomys","100000349","Thomasomys andersoni","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","true","denovo","Thomasomys andersoni","Thomasomys andersoni","bolivia","Salazar-Bravo, J. & Yates, T.L. 2007. A new species of Thomasomys (Cricetidae: Sigmodontinae) from central Bolivia. pp. 747–774 in Kelt, D.A., Lessa, E.P., Salazar-Bravo, J. & Patton, J.L. (eds.). 2007. The Quintessential Naturalist: Honoring the Life & Legacy of Oliver P. Pearson. University of California Publications in Zoology 134:1-981.[61]","Salazar-Bravo, J & Yates, T.L","2007"," noneYet"," noneYet","Salazar-Bravo &Yates","2007"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","apeco","","thomasomys","136667","Thomasomys apeco","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","aureus","","thomasomys","21769","Thomasomys aureus","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","auricularis","","thomasomys","100000819","Thomasomys auricularis","New since MSW3","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","true","splitfromexisting","Thomasomys auricularis","Thomasomys auricularis"," notentered","Pacheco, V. 2015. Genus Thomasomys. In: Mammals of South America, Volume 2: Rodents. Patton, J. L., Pardiñas, U. F., & D’Elía, G., eds. University of Chicago Press.","Pacheco, V.","2015","https://www.researchgate.net/publication/280101549 Genus Thomasomys Coues 1884","   noneYet","Anthony","1923"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","australis","","thomasomys","100000820","Thomasomys australis","New since MSW3","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","true","splitfromexisting","Thomasomys australis","Thomasomys australis"," notentered","Pacheco, V. 2015. Genus Thomasomys. In: Mammals of South America, Volume 2: Rodents. Patton, J. L., Pardiñas, U. F., & D’Elía, G., eds. University of Chicago Press.","Pacheco, V.","2015","https://www.researchgate.net/publication/280101549 Genus Thomasomys Coues 1885","   noneYet","Anthony","1925"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","baeops","","thomasomys","21770","Thomasomys baeops","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","bombycinus","","thomasomys","21771","Thomasomys bombycinus","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","caudivarius","","thomasomys","136413","Thomasomys caudivarius","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","cinereiventer","","thomasomys","21772","Thomasomys cinereiventer","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","cinereus","","thomasomys","21773","Thomasomys cinereus","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","cinnameus","","thomasomys","136822","Thomasomys cinnameus","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","contradictus","","thomasomys","100000821","Thomasomys contradictus","New since MSW3","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","true","splitfromexisting","Thomasomys contradictus","Thomasomys contradictus"," notentered","Pacheco, V. 2015. Genus Thomasomys. In: Mammals of South America, Volume 2: Rodents. Patton, J. L., Pardiñas, U. F., & D’Elía, G., eds. University of Chicago Press.","Pacheco, V.","2015","https://www.researchgate.net/publication/280101549 Genus Thomasomys Coues 1886","   noneYet","Anthony","1925"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","daphne","","thomasomys","100000822","Thomasomys daphne","Misspelled: dephne -> daphne","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","true","splitfromexisting","Thomasomys daphne","Thomasomys daphne"," notentered","Pacheco, V. 2015. Genus Thomasomys. In: Mammals of South America, Volume 2: Rodents. Patton, J. L., Pardiñas, U. F., & D’Elía, G., eds. University of Chicago Press.","Pacheco, V.","2015","https://www.researchgate.net/publication/280101549 Genus Thomasomys Coues 1887","   noneYet","Thomas","1917"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","dispar","","thomasomys","100000823","Thomasomys dispar","New since MSW3","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","true","splitfromexisting","Thomasomys dispar","Thomasomys dispar"," notentered","Pacheco, V. 2015. Genus Thomasomys. In: Mammals of South America, Volume 2: Rodents. Patton, J. L., Pardiñas, U. F., & D’Elía, G., eds. University of Chicago Press.","Pacheco, V.","2015","https://www.researchgate.net/publication/280101549 Genus Thomasomys Coues 1888","   noneYet","Anthony","1925"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","eleusis","","thomasomys","21775","Thomasomys eleusis","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","emeritus","","thomasomys","100000824","Thomasomys emeritus","New since MSW3","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","true","splitfromexisting","Thomasomys emeritus","Thomasomys emeritus"," notentered","Pacheco, V. 2015. Genus Thomasomys. In: Mammals of South America, Volume 2: Rodents. Patton, J. L., Pardiñas, U. F., & D’Elía, G., eds. University of Chicago Press.","Pacheco, V.","2015","https://www.researchgate.net/publication/280101549 Genus Thomasomys Coues 1889","   noneYet","Thomas","1916"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","thomasomyini","erro","","thomasomys","136345","Thomasomys erro","","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
