canonical_sciname,id,species_authority,image,notes,authority_year,parens_auth_genus,taxon_author,parens_auth_species,genus_authority,deprecated_scientific,subspecies,source,species,taxon_credit,taxon_credit_date,common_name,citation,image_credit,image_license,entry,common_name_source,image_caption,species_authority_citation,genus_authority_citation,simple_linnean_group,simple_linnean_group_alt,major_type,major_subtype,simple_linnean_subgroup,linnean_order,linnean_family,linnean_subfamily,linnean_tribe,genus,juniorSynonym,synonymOf,TaxonomyNotes,TaxonomyNotes_Citation,extinct,geo_distribution,authority_fullcitation,authority_link,MDDv1,internal_id,newSppSinceMSW3,IfNew_category,IfNew_evidenceCitation,IfNew_evidenceAuthors,IfNew_evidenceYear,IfNew_evidenceLink,IfNew_nameCitation,IfNew_nameAuthors,IfNew_nameYear,IfNew_nameLink,genusTransfersinceMSW3,IfTransfer_oldSciName,IfTransfer_oldIUCN_ID,IfTransfer_evidenceCitation
Ziphius cavirostris,403,G. Cuvier,NULL,NULL,"{""1823"":1823}",0,NULL,0,G. Cuvier,NULL,NULL,iucn,cavirostris,NULL,NULL,Cuvier&#39;s Beaked Whale,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,whales / dolphins,ARTIODACTYLA,ZIPHIIDAE,NA,NA,Ziphius,NO,NA,NA,NA,0,Marine,NA,NA,1,23211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Zygodontomys brevicauda,4312,J. A. Allen & Chapman,NULL,NULL,"{""1893"":1893}",0,NULL,0,J. A. Allen & Chapman,NULL,NULL,iucn,brevicauda,NULL,NULL,Short-tailed Cane Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Zygodontomys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,23321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Zygodontomys brunneus,4313,Thomas,NULL,NULL,"{""1893"":1898}",0,NULL,0,J. A. Allen & Chapman,NULL,NULL,iucn,brunneus,NULL,NULL,Brown Cane Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Zygodontomys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,23322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Zygogeomys trichopus,4605,Merriam,NULL,NULL,"{""1895"":1895}",0,NULL,0,Merriam,NULL,NULL,iucn,trichopus,NULL,NULL,Michoacan Pocket Gopher,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,GEOMYIDAE,GEOMYINI,NA,Zygogeomys,NO,NA,NA,NA,0,Nearctic,NA,NA,1,23323,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Zyzomys argurus,5485,Thomas,NULL,NULL,"{""1889"":1909}",0,NULL,0,Thomas,NULL,NULL,iucn,argurus,NULL,NULL,Common Rock Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,23325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Zyzomys maini,5486,Kitchener,NULL,NULL,"{""1889"":1989}",0,NULL,0,Thomas,NULL,NULL,iucn,maini,NULL,NULL,Arnhem Rock-rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,23326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Zyzomys palatalis,5487,Kitchener,NULL,Burgin mispelled palatalis as palatilis. Changed.,"{""1889"":1989}",0,NULL,0,Thomas,NULL,NULL,iucn,palatalis,NULL,NULL,Carpentarian Rock-rat,"Churchill, S.K. 1996. Distribution, habitat and status of the Carpentarian rock-rat Zyzomys palatalis. Wildlife Research 23: 77-91.",NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,NO,NA,Burgin mispelled palatalis as palatilis. Changed. ,"Churchill, S.K. 1996. Distribution, habitat and status of the Carpentarian rock-rat Zyzomys palatalis. Wildlife Research 23: 77-91.",0,Australasia/Oceania,NA,NA,1,400000495,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Zyzomys pedunculatus,5488,Waite,NULL,NULL,"{""1889"":1896}",0,NULL,0,Thomas,NULL,NULL,iucn,pedunculatus,NULL,NULL,Central Rock-rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,23324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Zyzomys woodwardi,5489,Thomas,NULL,NULL,"{""1889"":1909}",0,NULL,0,Thomas,NULL,NULL,iucn,woodwardi,NULL,NULL,Kimberley Rock Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,23328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Abrawayaomys chebezi,3588,NULL,NULL,synonymized with ruschii,{''NA'':NA},0,NULL,0,NULL,NULL,NULL,newsp,chebezi,NULL,NULL,NULL,"Percequillo, A. R., Braga, C. A. D. C., Brandão, M. V., Abreu-Júnior, E. F. D., Gualda-Barros, J., Lessa, G. M., ... & Hingst-Zaher, E. (2017). The genus Abrawayaomys Cunha and Cruz, 1979 (Rodentia: Cricetidae: Sigmodontinae): geographic variation and species definition. Journal of Mammalogy, 98(2), 438-455.",NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE,Abrawayaomys,YES,Abrawayaomys ruschii,synonymized with ruschii,"Percequillo, A. R., Braga, C. A. D. C., Brandão, M. V., Abreu-Júnior, E. F. D., Gualda-Barros, J., Lessa, G. M., ... & Hingst-Zaher, E. (2017). The genus Abrawayaomys Cunha and Cruz, 1979 (Rodentia: Cricetidae: Sigmodontinae): geographic variation and species definition. Journal of Mammalogy, 98(2), 438-455.",0,NA,NA,NA,1,100000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Alticola stracheyi,6203,NULL,NULL,now included as synonym of A. stoliczkanus,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,stracheyi,NULL,NULL,NULL,"Molur, S. 2016. Alticola stoliczkanus. The IUCN Red List of Threatened Species 2016: e.T956A22342305. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T956A22342305.en. Downloaded on 05 April 2017.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,ARVICOLINAE,MYODINI,Alticola,YES,Alticola stoliczkanus,now included as synonym of A. stoliczkanus,"Molur, S. 2016. Alticola stoliczkanus. The IUCN Red List of Threatened Species 2016: e.T956A22342305. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T956A22342305.en. Downloaded on 05 April 2017.",0,NA,NA,NA,1,400000029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Apodemus microps,6295,NULL,NULL,synonym of uralensis,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,microps,NULL,NULL,NULL,"?anády, A., Mošanský, L., Hýbelová, M., & Pavelková, P. (2014). Morphometric variability of Apodemus uralensis in Slovakia (Rodentia: Muridae). Lynx, ns (Praha), 45, 5-14.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,MURINAE,APODEMINI,Apodemus,YES,Apodemus uralensis,synonym of uralensis,"Čanády, A., Mošanský, L., Hýbelová, M., & Pavelková, P. (2014). Morphometric variability of Apodemus uralensis in Slovakia (Rodentia: Muridae). Lynx, ns (Praha), 45, 5-14.",0,NA,NA,NA,1,400000035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Canis lycaon,6629,NULL,NULL,"synonym of C. lupus, although this varies by author, following IUCN here, Not in MDDv1",{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,lycaon,NULL,NULL,NULL,"Mech, L.D. & Boitani, L. (IUCN SSC Wolf Specialist Group). 2010. Canis lupus. The IUCN Red List of Threatened Species 2010: e.T3746A10049204. http://dx.doi.org/10.2305/IUCN.UK.2010-4.RLTS.T3746A10049204.en. Downloaded on 11 April 2017.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,true dogs,CARNIVORA,CANIDAE,NA,NA,Canis,YES,Canis lupus,"synonym of C. lupus, although this varies by author, following IUCN here, Not in MDDv1","Mech, L.D. & Boitani, L. (IUCN SSC Wolf Specialist Group). 2010. Canis lupus. The IUCN Red List of Threatened Species 2010: e.T3746A10049204. http://dx.doi.org/10.2305/IUCN.UK.2010-4.RLTS.T3746A10049204.en. Downloaded on 11 April 2017.",0,NA,NA,NA,1,400000066,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Carollia colombiana,12274,NULL,NULL,should be placed as a synonym of C. brevicauda,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,colombiana,NULL,NULL,NULL,"Zurc, D., & Velasco, P. M. (2010). Análisis morfológico y morfométrico de Carollia colombiana Cuartas et al. 2001 y C. monohernandezi Muñoz et al. 2004 (Phyllostomidae: Carollinae) en Colombia. Chiroptera Neotropical, 16(1), 567-572.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,PHYLLOSTOMIDAE,CAROLLIINAE,NA,Carollia,YES,Carollia brevicauda,should be placed as a synonym of C. brevicauda,"Zurc, D., & Velasco, P. M. (2010). Análisis morfológico y morfométrico de Carollia colombiana Cuartas et al. 2001 y C. monohernandezi Muñoz et al. 2004 (Phyllostomidae: Carollinae) en Colombia. Chiroptera Neotropical, 16(1), 567-572.",0,NA,NA,NA,1,400000069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Chaerephon shortridgei,6793,NULL,NULL,included in C. chapini,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,shortridgei,NULL,NULL,NULL,"Mickleburgh, S., Hutson, A.M., Bergmans, W. & Cotterill, F.P.D. 2014. Chaerephon chapini. The IUCN Red List of Threatened Species 2014: e.T4310A67360998. http://dx.doi.org/10.2305/IUCN.UK.2014-3.RLTS.T4310A67360998.en. Downloaded on 13 April 2017.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,MOLOSSIDAE,MOLOSSINAE,NA,Chaerephon,YES,Chaerephon chapini,included in C. chapini,"Mickleburgh, S., Hutson, A.M., Bergmans, W. & Cotterill, F.P.D. 2014. Chaerephon chapini. The IUCN Red List of Threatened Species 2014: e.T4310A67360998. http://dx.doi.org/10.2305/IUCN.UK.2014-3.RLTS.T4310A67360998.en. Downloaded on 13 April 2017.",0,NA,NA,NA,1,400000075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Chodsigoa lamula,2393,Thomas,NULL,included in C. hypsibia,"{""1899"":1913}",0,NULL,0,de Winton,NULL,NULL,iucn,lamula,NULL,NULL,Lamulate Shrew,"Chen, Z. Z., He, K., Huang, C., Wan, T., Lin, L. K., Liu, S. Y., & Jiang, X. L. (2017). Integrative systematic analyses of the genus Chodsigoa (Mammalia: Eulipotyphla: Soricidae), with descriptions of new species. Zoological Journal of the Linnean Society.",NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,shrews,EULIPOTYPHLA,SORICIDAE,SORICINAE,NECTOGALINI,Chodsigoa,YES,Chodsigoa hypsibia,included in C. hypsibia,"Chen, Z. Z., He, K., Huang, C., Wan, T., Lin, L. K., Liu, S. Y., & Jiang, X. L. (2017). Integrative systematic analyses of the genus Chodsigoa (Mammalia: Eulipotyphla: Soricidae), with descriptions of new species. Zoological Journal of the Linnean Society.",0,NA,NA,NA,1,41431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Cricetulus griseus,6984,NULL,NULL,"included in barabensis, possibly disctinct",{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,griseus,NULL,NULL,NULL,"Poplavskaya, N. S., Lebedev, V. S., Bannikova, A. A., Meshcherskii, I. G., & Surov, A. V. (2013). Superspecies complex Cricetulus barabensis sensu lato: Karyotype divergence and interrelation in natural contact zones. Biology Bulletin Reviews, 3(1), 73-83.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,CRICETINAE,NA,Cricetulus,YES,Cricetulus barabensis,"included in barabensis, possibly disctinct","Poplavskaya, N. S., Lebedev, V. S., Bannikova, A. A., Meshcherskii, I. G., & Surov, A. V. (2013). Superspecies complex Cricetulus barabensis sensu lato: Karyotype divergence and interrelation in natural contact zones. Biology Bulletin Reviews, 3(1), 73-83.",0,NA,NA,NA,1,400000097,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Cricetulus pseudogriseus,6989,NULL,NULL,"included in barabensis, possibly distinct",{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,pseudogriseus,NULL,NULL,NULL,"Poplavskaya, N. S., Lebedev, V. S., Bannikova, A. A., Meshcherskii, I. G., & Surov, A. V. (2013). Superspecies complex Cricetulus barabensis sensu lato: Karyotype divergence and interrelation in natural contact zones. Biology Bulletin Reviews, 3(1), 73-83.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,CRICETINAE,NA,Cricetulus,YES,Cricetulus barabensis,"included in barabensis, possibly distinct","Poplavskaya, N. S., Lebedev, V. S., Bannikova, A. A., Meshcherskii, I. G., & Surov, A. V. (2013). Superspecies complex Cricetulus barabensis sensu lato: Karyotype divergence and interrelation in natural contact zones. Biology Bulletin Reviews, 3(1), 73-83.",0,NA,NA,NA,1,400000098,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Crocidura minuta,13458,NULL,NULL,synonym of monticola,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,minuta,NULL,NULL,NULL,"Chiozza, F. 2016. Crocidura monticola. The IUCN Red List of Threatened Species 2016: e.T41337A22306541. http://dx.doi.org/10.2305/IUCN.UK.2016-2.RLTS.T41337A22306541.en. Downloaded on 15 April 2017.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,shrews,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,YES,Crocidura monticola,synonym of monticola,"Chiozza, F. 2016. Crocidura monticola. The IUCN Red List of Threatened Species 2016: e.T41337A22306541. http://dx.doi.org/10.2305/IUCN.UK.2016-2.RLTS.T41337A22306541.en. Downloaded on 15 April 2017.",0,NA,NA,NA,1,400000101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Cryptotis berlandieri,13578,NULL,NULL,synonym of parva,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,berlandieri,NULL,NULL,NULL,"Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,shrews,EULIPOTYPHLA,SORICIDAE,SORICINAE,BLARININI,Cryptotis,YES,Cryptotis parvus,synonym of parva,"Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).",0,NA,NA,NA,1,400000103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Cryptotis floridana,13586,NULL,NULL,synonym of parva,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,floridana,NULL,NULL,NULL,"Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,shrews,EULIPOTYPHLA,SORICIDAE,SORICINAE,BLARININI,Cryptotis,YES,Cryptotis parvus,synonym of parva,"Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).",0,NA,NA,NA,1,400000104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Cryptotis pueblensis,13618,NULL,NULL,"synonym of parva, not in MDDv1",{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,pueblensis,NULL,NULL,NULL,"Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,shrews,EULIPOTYPHLA,SORICIDAE,SORICINAE,BLARININI,Cryptotis,YES,Cryptotis parvus,"synonym of parva, not in MDDv1","Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).",0,NA,NA,NA,1,400000105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Cryptotis soricina,13619,NULL,NULL,"synonym of parva, Not in MDDv1",{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,soricina,NULL,NULL,NULL,"Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,shrews,EULIPOTYPHLA,SORICIDAE,SORICINAE,BLARININI,Cryptotis,YES,Cryptotis parvus,"synonym of parva, Not in MDDv1","Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).",0,NA,NA,NA,1,400000106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dasypus kappleri beniensis,7407,NULL,NULL,"will be maintained as subspecies until further genetic data is published, not in MDDv1",{''NA'':NA},NULL,NULL,NULL,NULL,NULL,beniensis,NULL,beniensis,NULL,NULL,NULL,comments in FEEDBACK tab,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Xenarthra,armadillos,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,YES,Dasypus kappleri,"will be maintained as subspecies until further genetic data is published, not in MDDv1",comments in FEEDBACK tab,0,NA,NA,NA,1,400000120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dasypus kappleri pastasae,7408,NULL,NULL,"will be maintained as subspecies until further genetic data is published, not in MDDv1",{''NA'':NA},NULL,NULL,NULL,NULL,NULL,pastasae,NULL,pastasae,NULL,NULL,NULL,comments on feedback,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Xenarthra,armadillos,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,YES,Dasypus kappleri,"will be maintained as subspecies until further genetic data is published, not in MDDv1",comments on feedback,0,NA,NA,NA,1,400000121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dermanura incomitatus,1058,NULL,NULL,included in D. watsoni,{''NA'':NA},0,NULL,0,NULL,"{""Artibeus incomitatus"":"":$2009""}",NULL,iucn,incomitatus,NULL,NULL,NULL,"Hoofer, S. R., Solari, S., Larsen, P. A., Bradley, R. D., & Baker, R. J. (2008). Phylogenetics of the fruit-eating bats (Phyllostomidae: Artibeina) inferred from mitochondrial DNA sequences. Museum of Texas Tech University.",NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,PHYLLOSTOMIDAE,STENODERMATINAE,STENODERMATINI,Dermanura,YES,Dermanura watsoni,included in D. watsoni,"Hoofer, S. R., Solari, S., Larsen, P. A., Bradley, R. D., & Baker, R. J. (2008). Phylogenetics of the fruit-eating bats (Phyllostomidae: Artibeina) inferred from mitochondrial DNA sequences. Museum of Texas Tech University.",0,NA,NA,NA,1,400000135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Artibeus incomitatus,2133,"Solari, S., Hoofer, S. R., Larsen, P. A., Brown, A. D., Bull, R. J., Guerrero, J. A., ... Baker, R. J. (2009). Operational Criteria for Genetically Defined Species: Analysis of the Diversification of the Small Fruit-Eating Bats, Dermanura (Phyllostomidae: Stenodermatinae). Acta Chiropterologica, 11(2), 279--288. http://doi.org/10.3161/150811009X485521"
Eothenomys eleusis,14014,NULL,NULL,synonym of miletus,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,eleusis,NULL,NULL,NULL,"Liu, S., Liu, Y., Guo, P., Sun, Z., Murphy, R. W., Fan, Z., ... & Zhang, Y. (2012). Phylogeny of oriental voles (Rodentia: Muridae: Arvicolinae): molecular and morphological evidence. Zoological science, 29(9), 610-622.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,ARVICOLINAE,MYODINI,Eothenomys,YES,Eothenomys miletus,synonym of miletus,"Liu, S., Liu, Y., Guo, P., Sun, Z., Murphy, R. W., Fan, Z., ... & Zhang, Y. (2012). Phylogeny of oriental voles (Rodentia: Muridae: Arvicolinae): molecular and morphological evidence. Zoological science, 29(9), 610-622.",0,NA,NA,NA,1,400000143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Eptesicus lynni,7697,NULL,NULL,included in E. fuscus,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,lynni,NULL,NULL,NULL,MSW3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,NYCTICEIINI,Eptesicus,YES,Eptesicus fuscus,included in E. fuscus,MSW3,0,NA,NA,NA,1,400000145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Eupleres major,7784,NULL,NULL,now included in E. goudotii again Not in MDDv1,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,major,NULL,NULL,NULL,"Veron, G., & Goodman, S. M. One or two species of the rare Malagasy carnivoran Eupleres (Eupleridae)? New insights from molecular data. Mammalia.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,mongooses / meerkats,CARNIVORA,EUPLERIDAE,EUPLERINAE,NA,Eupleres,YES,Eupleres goudotii,now included in E. goudotii again Not in MDDv1,"Veron, G., & Goodman, S. M. One or two species of the rare Malagasy carnivoran Eupleres (Eupleridae)? New insights from molecular data. Mammalia.",0,NA,NA,NA,1,400000148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Galidictis grandidieri,449,Wozencraft,NULL,synonymized,"{""1788"":1986}",1,NULL,0,Gmelin,NULL,NULL,iucn,grandidieri,NULL,NULL,Grandidier&rsquo;s Vontsira,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,mongooses / meerkats,CARNIVORA,EUPLERIDAE,GALIDIINAE,NA,Galidictis,YES,Galidictis fasciata,synonymized,NA,0,NA,NA,NA,1,8834,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Gerbillus garamantis,7947,NULL,NULL,"included in nanus, pending review",{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,garamantis,NULL,NULL,NULL,"Shenbrot, G. 2016. Gerbillus nanus. The IUCN Red List of Threatened Species 2016: e.T9136A22463551. http://dx.doi.org/10.2305/IUCN.UK.2016-2.RLTS.T9136A22463551.en. Downloaded on 23 April 2017.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,GERBILLINAE,NA,Gerbillus,YES,Gerbullus nanus,"included in nanus, pending review","Shenbrot, G. 2016. Gerbillus nanus. The IUCN Red List of Threatened Species 2016: e.T9136A22463551. http://dx.doi.org/10.2305/IUCN.UK.2016-2.RLTS.T9136A22463551.en. Downloaded on 23 April 2017.",0,NA,NA,NA,1,400000169,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Gerbillus mauritaniae,7960,NULL,NULL,included in nancillus,{''NA'':NA},NULL,NULL,NULL,NULL,NULL,NULL,NULL,mauritaniae,NULL,NULL,NULL,"Schlitter, D. & Granjon, L. 2008. Gerbillus nancillus. The IUCN Red List of Threatened Species 2008: e.T9100A12957326. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T9100A12957326.en. Downloaded on 23 April 2017.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,GERBILLINAE,NA,Gerbillus,YES,Gerbillus nancillus,included in nancillus,"Schlitter, D. & Granjon, L. 2008. Gerbillus nancillus. The IUCN Red List of Threatened Species 2008: e.T9100A12957326. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T9100A12957326.en. Downloaded on 23 April 2017.",0,NA,NA,NA,1,400000171,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
