"canonical_sciname","id","species_authority","image","notes","authority_year","parens_auth_genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","source","species","taxon_credit","taxon_credit_date","common_name","citation","image_credit","image_license","entry","common_name_source","image_caption","species_authority_citation","genus_authority_citation","simple_linnean_group","simple_linnean_group_alt","major_type","major_subtype","simple_linnean_subgroup","linnean_order","linnean_family","linnean_subfamily","linnean_tribe","genus","juniorSynonym","synonymOf","TaxonomyNotes","TaxonomyNotes_Citation","extinct","geo_distribution","authority_fullcitation","authority_link","MDDv1","internal_id","newSppSinceMSW3","IfNew_category","IfNew_evidenceCitation","IfNew_evidenceAuthors","IfNew_evidenceYear","IfNew_evidenceLink","IfNew_nameCitation","IfNew_nameAuthors","IfNew_nameYear","IfNew_nameLink","genusTransfersinceMSW3","IfTransfer_oldSciName","IfTransfer_oldIUCN_ID","IfTransfer_evidenceCitation"
"Prosciurillus weberi","5735","Jentink","null","NULL","{""1844"":1879}","false","null","false","Müller & Schlegel","null","null","iucn","weberi","null","null","Weber&#39;s Dwarf Squirrel","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","sciuridae","callosciurinae","callosciurini","prosciurillus","false","","","","false","australasia/oceania","","","true","18365","false","","","","","","","","","","false","NA","",""
"Proteles cristata","531","Sparrman","null","NULL","{""1783"":1783}","false","null","false","Sparrman","null","null","iucn","cristata","null","null","Aardwolf","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","hyenas","carnivora","hyaenidae","protelinae","","proteles","false","","","","false","afrotropical","","","true","18372","false","","","","","","","","","","false","NA","",""
"Protochromys fellowsi","5303","Hinton","null","NULL","{""1943"":1943}","false","null","false","Hinton","null","null","iucn","fellowsi","null","null","Red-bellied Protochromys","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","protochromys","false","","","","false","australasia/oceania","","","true","13119","false","","","","","","","","","","false","NA","",""
"Protoxerus aubinnii","5736","Gray","null","NULL","{""1842"":1873}","false","null","false","Waterhouse","null","null","iucn","aubinnii","null","null","Slender-tailed Squirrel","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","sciuridae","xerinae","protoxerini","protoxerus","false","","","","false","afrotropics","","","true","18385","false","","","","","","","","","","false","NA","",""
"Protoxerus stangeri","5737","Waterhouse","null","Spelling: stra- to sta-","{""1842"":1842}","false","null","false","Waterhouse","null","null","iucn","stangeri","null","null","African Giant Squirrel","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","sciuridae","xerinae","protoxerini","protoxerus","false","","spelling: stra- to sta-","","false","afrotropics","","","true","400000419","false","","","","","","","","","","false","NA","",""
"Psammomys obesus","5304","Cretzschmar","null","Spelling: ode- to obe-","{""1828"":1828}","false","null","false","Cretzschmar","null","null","iucn","obesus","null","null","Fat Sand Rat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","gerbillinae","","psammomys","false","","spelling: ode- to obe-","","false","palearctic,  afrotropical","","","true","400000420","false","","","","","","","","","","false","NA","",""
"Psammomys vexillaris","5305","Thomas","null","NULL","{""1828"":1925}","false","null","false","Cretzschmar","null","null","iucn","vexillaris","null","null","Lesser Sand Rat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","gerbillinae","","psammomys","false","","","","false","palearctic","","","true","18419","false","","","","","","","","","","false","NA","",""
"Pseudantechinus bilarni","2059","Johnson","null","NULL","{""1896"":1954}","false","null","false","Spencer","null","null","iucn","bilarni","null","null","Sandstone Antechinus","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","tasmanian devil and relatives","dasyuromorpha","dasyuridae","dasyurinae","dasyurini","pseudantechinus","false","","","","false","australasia/oceania","","","true","40636","false","","","","","","","","","","false","NA","",""
"Pseudantechinus macdonnellensis","2060","Spencer","null","NULL","{""1896"":1896}","false","null","false","Spencer","null","null","iucn","macdonnellensis","null","null","Fat-tailed Pseudantechinus","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","tasmanian devil and relatives","dasyuromorpha","dasyuridae","dasyurinae","dasyurini","pseudantechinus","false","","","","false","australasia/oceania","","","true","40537","false","","","","","","","","","","false","NA","",""
"Pseudantechinus mimulus","2061","Thomas","null","NULL","{""1896"":1906}","false","null","false","Spencer","null","null","iucn","mimulus","null","null","Carpentarian Antechinus","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","tasmanian devil and relatives","dasyuromorpha","dasyuridae","dasyurinae","dasyurini","pseudantechinus","false","","","","false","australasia/oceania","","","true","18447","false","","","","","","","","","","false","NA","",""
"Pseudantechinus ningbing","2062","Kitchener","null","NULL","{""1896"":1988}","false","null","false","Spencer","null","null","iucn","ningbing","null","null","Ningbing Pseudantechinus","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","tasmanian devil and relatives","dasyuromorpha","dasyuridae","dasyurinae","dasyurini","pseudantechinus","false","","","","false","australasia/oceania","","","true","40538","false","","","","","","","","","","false","NA","",""
"Pseudantechinus roryi","2063","Cooper, Aplin, & Adams","null","NULL","{""1896"":2000}","false","null","false","Spencer","null","null","iucn","roryi","null","null","Rory&#39;s Pseudantechinus","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","tasmanian devil and relatives","dasyuromorpha","dasyuridae","dasyurinae","dasyurini","pseudantechinus","false","","","","false","australasia/oceania","","","true","136620","false","","","","","","","","","","false","NA","",""
"Pseudantechinus woolleyae","2064","Kitchener & Caputi","null","NULL","{""1896"":1988}","false","null","false","Spencer","null","null","iucn","woolleyae","null","null","Woolley&#39;s Pseudantechinus","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","tasmanian devil and relatives","dasyuromorpha","dasyuridae","dasyurinae","dasyurini","pseudantechinus","false","","","","false","australasia/oceania","","","true","40539","false","","","","","","","","","","false","NA","",""
"Pseudocheirus occidentalis","2323","Thomas","null","NULL","{""1785"":1888}","false","null","false","Boddaert","null","null","iucn","occidentalis","null","null","Western Ringtail Possum","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudocheirus","false","","","","false","australasia/oceania","","","true","18492","true","split","","","","","","","","","false","NA","",""
"Pseudocheirus peregrinus","2324","Boddaert","null","NULL","{""1785"":1785}","false","null","false","Boddaert","null","null","iucn","peregrinus","null","null","Common Ringtail Possum","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudocheirus","false","","","","false","australasia/oceania","","","true","40581","false","","","","","","","","","","false","NA","",""
"Pseudochirops albertisii","2325","Peters","null","NULL","{""1874"":1874}","false","null","false","Peters","null","null","iucn","albertisii","null","null","D&#39;Albertis&#39;s Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudochiropsinae","","pseudochirops","false","","","","false","australasia/oceania","","","true","18503","false","","","","","","","","","","false","NA","",""
"Pseudochirops archeri","2326","Collett","null","NULL","{""1874"":1884}","false","null","false","Peters","null","null","iucn","archeri","null","null","Green Ringtail Possum","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudochiropsinae","","pseudochirops","false","","","","false","australasia/oceania","","","true","18502","false","","","","","","","","","","false","NA","",""
"Pseudochirops corinnae","2327","Thomas","null","NULL","{""1874"":1897}","false","null","false","Peters","null","null","iucn","corinnae","null","null","Plush-coated Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudochiropsinae","","pseudochirops","false","","","","false","australasia/oceania","","","true","18504","false","","","","","","","","","","false","NA","",""
"Pseudochirops coronatus","2328","Thomas","null","NULL","{""1874"":1897}","false","null","false","Peters","null","null","iucn","coronatus","null","null","Reclusive Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudochiropsinae","","pseudochirops","false","","","","false","australasia/oceania","","","true","40582","false","","","","","","","","","","false","NA","",""
"Pseudochirops cupreus","2329","Thomas","null","NULL","{""1874"":1897}","false","null","false","Peters","null","null","iucn","cupreus","null","null","Coppery Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudochiropsinae","","pseudochirops","false","","","","false","australasia/oceania","","","true","18505","false","","","","","","","","","","false","NA","",""
"Pseudochirulus canescens","2330","Waterhouse","null","NULL","{""1846"":1846}","false","null","false","Waterhouse","null","null","iucn","canescens","null","null","Lowland Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudochirulus","false","","","","false","australasia/oceania","","","true","40638","false","","","","","","","","","","false","NA","",""
"Pseudochirulus caroli","2331","Thomas","null","NULL","{""1846"":1887}","false","null","false","Waterhouse","null","null","iucn","caroli","null","null","Weyland Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudochirulus","false","","","","false","australasia/oceania","","","true","18507","false","","","","","","","","","","false","NA","",""
"Pseudochirulus cinereus","2332","Tate","null","NULL","{""1846"":1945}","false","null","false","Waterhouse","null","null","iucn","cinereus","null","null","Daintree River Ringtail Possum","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudochirulus","false","","","","false","australasia/oceania","","","true","18508","false","","","","","","","","","","false","NA","",""
"Pseudochirulus forbesi","2333","Thomas","null","NULL","{""1846"":1887}","false","null","false","Waterhouse","null","null","iucn","forbesi","null","null","Painted Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudochirulus","false","","","","false","australasia/oceania","","","true","40639","false","","","","","","","","","","false","NA","",""
"Pseudochirulus herbertensis","2334","Collett","null","NULL","{""1846"":1884}","false","null","false","Waterhouse","null","null","iucn","herbertensis","null","null","Herbert River Ringtail Possum","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudochirulus","false","","","","false","australasia/oceania","","","true","18509","false","","","","","","","","","","false","NA","",""
"Pseudochirulus larvatus","2335","Förster & Rothschild","null","NULL","{""1846"":1911}","false","null","false","Waterhouse","null","null","iucn","larvatus","null","null","Masked Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudochirulus","false","","","","false","australasia/oceania","","","true","136699","false","","","","","","","","","","false","NA","",""
"Pseudochirulus mayeri","2336","Rothschild & Dollman","null","NULL","{""1846"":1932}","false","null","false","Waterhouse","null","null","iucn","mayeri","null","null","Pygmy Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudochirulus","false","","","","false","australasia/oceania","","","true","40640","false","","","","","","","","","","false","NA","",""
"Pseudochirulus schlegeli","2337","Jentink","null","NULL","{""1846"":1884}","false","null","false","Waterhouse","null","null","iucn","schlegeli","null","null","Arfak Ringtail","NULL","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","pseudocheiridae","pseudocheirinae","","pseudochirulus","false","","","","false","australasia/oceania","","","true","40641","false","","","","","","","","","","false","NA","",""
"Pseudohydromys berniceae","5306","K. Helgen & L. Helgen","null","NULL","{""1934"":2009}","false","null","false","Rümmler","null","null","newsp","berniceae","null","null","Bishop&rsquo;s Moss-Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","100000295","true","denovo","Helgen, K.M. & Helgen, L.E. 2009. Chapter 8. Biodiversity & Biogeography of the Moss-mice of New Guinea: A Taxonomic Revision of Pseudohydromys (Muridae: Murinae). Bulletin of the American Museum of Natural History 331:230-313.[85]","Helgen, K.M & Helgen, L.E","2009","noneYet","noneYet","K. Helgen & L. Helgen","2009","noneYet","false","NA","",""
"Pseudohydromys carlae","5307","K. Helgen & L. Helgen","null","NULL","{""1934"":2009}","false","null","false","Rümmler","null","null","newsp","carlae","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","100000296","true","denovo","Helgen, K.M. & Helgen, L.E. 2009. Chapter 8. Biodiversity & Biogeography of the Moss-mice of New Guinea: A Taxonomic Revision of Pseudohydromys (Muridae: Murinae). Bulletin of the American Museum of Natural History 331:230-313.[86]","Helgen, K.M & Helgen, L.E","2009","noneYet","noneYet","K. Helgen & L. Helgen","2009","noneYet","false","NA","",""
"Pseudohydromys eleanorae","5308","K. Helgen & L. Helgen","null","NULL","{""1934"":2009}","false","null","false","Rümmler","null","null","newsp","eleanorae","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","100000297","true","denovo","Helgen, K.M. & Helgen, L.E. 2009. Chapter 8. Biodiversity & Biogeography of the Moss-mice of New Guinea: A Taxonomic Revision of Pseudohydromys (Muridae: Murinae). Bulletin of the American Museum of Natural History 331:230-313.[87]","Helgen, K.M & Helgen, L.E","2009","noneYet","noneYet","K. Helgen & L. Helgen","2009","noneYet","false","NA","",""
"Pseudohydromys ellermani","5309","Laurie & Hill","null","NULL","{""1934"":1954}","false","null","false","Rümmler","null","null","iucn","ellermani","null","null","One-toothed Shrew Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","12908","false","","","","","","","","","","false","NA","",""
"Pseudohydromys fuscus","5310","Laurie","null","NULL","{""1934"":1952}","false","null","false","Rümmler","null","null","iucn","fuscus","null","null","Mottled-tailed Shrew Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","14528","false","","","","","","","","","","false","NA","",""
"Pseudohydromys germani","5311","K. Helgen","null","NULL","{""1934"":2005}","false","null","false","Rümmler","null","null","iucn","germani","null","null","German&#39;s One-toothed Moss Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","136523","true","denovo","","","","","","","","","false","NA","",""
"Pseudohydromys murinus","5312","Rümmler","null","NULL","{""1934"":1934}","false","null","false","Rümmler","null","null","iucn","murinus","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","18533","false","","","","","","","","","","false","NA","",""
"Pseudohydromys musseri","5313","Flannery","null","NULL","{""1934"":1989}","false","null","false","Rümmler","null","null","iucn","musseri","null","null","Musser&#39;s Shrew Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","42646","true","split","","","","","","","","","false","NA","",""
"Pseudohydromys occidentalis","5314","Tate","null","NULL","{""1934"":1951}","false","null","false","Rümmler","null","null","iucn","occidentalis","null","null","Western Shrew Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","18534","false","","","","","","","","","","false","NA","",""
"Pseudohydromys patriciae","5315","K. Helgen & L. Helgen","null","NULL","{""1934"":2009}","false","null","false","Rümmler","null","null","newsp","patriciae","null","null","Woolley&rsquo;s Moss-Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","100000298","true","denovo","Helgen, K.M. & Helgen, L.E. 2009. Chapter 8. Biodiversity & Biogeography of the Moss-mice of New Guinea: A Taxonomic Revision of Pseudohydromys (Muridae: Murinae). Bulletin of the American Museum of Natural History 331:230-313.[88]","Helgen, K.M & Helgen, L.E","2009","noneYet","noneYet","K. Helgen & L. Helgen","2009","noneYet","false","NA","",""
"Pseudohydromys pumehanae","5316","K. Helgen & L. Helgen","null","NULL","{""1934"":2009}","false","null","false","Rümmler","null","null","newsp","pumehanae","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","100000299","true","denovo","Helgen, K.M. & Helgen, L.E. 2009. Chapter 8. Biodiversity & Biogeography of the Moss-mice of New Guinea: A Taxonomic Revision of Pseudohydromys (Muridae: Murinae). Bulletin of the American Museum of Natural History 331:230-313.[89]","Helgen, K.M & Helgen, L.E","2009","noneYet","noneYet","K. Helgen & L. Helgen","2009","noneYet","false","NA","",""
"Pseudohydromys sandrae","5317","K. Helgen & L. Helgen","null","NULL","{""1934"":2009}","false","null","false","Rümmler","null","null","newsp","sandrae","null","null","White-bellied Moss-Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudohydromys","false","","","","false","australasia/oceania","","","true","100000300","true","denovo","Helgen, K.M. & Helgen, L.E. 2009. Chapter 8. Biodiversity & Biogeography of the Moss-mice of New Guinea: A Taxonomic Revision of Pseudohydromys (Muridae: Murinae). Bulletin of the American Museum of Natural History 331:230-313.[90]","Helgen, K.M & Helgen, L.E","2009","noneYet","noneYet","K. Helgen & L. Helgen","2009","noneYet","false","NA","",""
"Pseudois nayaur","194","Hodgson","null","includes schaeferi based on genetic evidence","{""1833"":1833}","false","null","false","Hodgson","null","null","iucn","nayaur","null","null","Blue Sheep","Tan, S., Zou, D., Tang, L., Wang, G., Peng, Q., Zeng, B., ... & Zou, F. (2012). Molecular evidence for the subspecific differentiation of blue sheep (Pseudois nayaur) and polyphyletic origin of dwarf blue sheep (Pseudois schaeferi). Genetica, 140(4-6), 159-167.","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","cervoid ruminants","artiodactyla","bovidae","antilopinae","caprini","pseudois","false","","","","false","palearctic, indomalaysia","","","true","61513537","false","","","","","","","","","","false","NA","",""
"Pseudois schaeferi","null","Haltenorth","null","NULL","{''na'':1963}","null","null","null","NULL","null","null","null","null","null","null","NULL","NULL","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","cervoid ruminants","artiodactyla","bovidae","antilopinae","caprini","pseudois","false","","","","false","palearctic","","","true","400000608","false","","","","","","","","","","","NA","",""
"Pseudomys albocinereus","5318","Gould","null","NULL","{""1832"":1858}","false","null","false","Gray","null","null","iucn","albocinereus","null","null","Ash-grey Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18558","false","","","","","","","","","","false","NA","",""
"Pseudomys apodemoides","5319","Finlayson","null","NULL","{""1832"":1932}","false","null","false","Gray","null","null","iucn","apodemoides","null","null","Silky Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18559","false","","","","","","","","","","false","NA","",""
"Pseudomys auritus","10746","Thomas","null","reinstated species status","{""1832"":1910}","false","null","false","Gray","null","null","null","auritus","null","null","NULL","Medlin, G. 2008. Long-eared Pseydomys auritus. In: Van Dyck, S., Strahan R. (eds) The Mammals of Australia. 3rd Edition. Sydney: New Holland Publishers. pp 615-616.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","reinstated species status","medlin, g. 2008. long-eared pseydomys auritus. in: van dyck, s., strahan r. (eds) the mammals of australia. 3rd edition. sydney: new holland publishers. pp 615-616.","true","extinct","","","true","100000729","true","split","Medlin, G. 2008. Long-eared Pseydomys auritus. In: Van Dyck, S., Strahan R. (eds) The Mammals of Australia. 3rd Edition. Sydney: New Holland Publishers. pp 615-616.","Medlin, G","2008","noneYet","noneYet","Thomas","1910","noneYet","false","NA","",""
"Pseudomys australis","5320","Gray","null","NULL","{""1832"":1832}","false","null","false","Gray","null","null","iucn","australis","null","null","Plains Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18560","false","","","","","","","","","","false","NA","",""
"Pseudomys bolami","5321","Troughton","null","NULL","{""1832"":1932}","false","null","false","Gray","null","null","iucn","bolami","null","null","Bolam&#39;s Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","42647","false","","","","","","","","","","false","NA","",""
"Pseudomys calabyi","5322","Kitchener & Humphreys","null","NULL","{""1832"":1987}","false","null","false","Gray","null","null","iucn","calabyi","null","null","Kakadu Pebble Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","136808","false","","","","","","","","","","false","NA","",""
"Pseudomys chapmani","5323","Kitchener","null","NULL","{""1832"":1980}","false","null","false","Gray","null","null","iucn","chapmani","null","null","Western Pebble Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","42648","false","","","","","","","","","","false","NA","",""
"Pseudomys delicatulus","5324","Gould","null","NULL","{""1832"":1858}","false","null","false","Gray","null","null","iucn","delicatulus","null","null","Delicate Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18561","false","","","","","","","","","","false","NA","",""
"Pseudomys desertor","5325","Troughton","null","NULL","{""1832"":1932}","false","null","false","Gray","null","null","iucn","desertor","null","null","Desert Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18562","false","","","","","","","","","","false","NA","",""
"Pseudomys fieldi","5326","Waite","null","NULL","{""1832"":1896}","false","null","false","Gray","null","null","iucn","fieldi","null","null","Djoongari","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18549","false","","","","","","","","","","false","NA","",""
"Pseudomys fumeus","5327","Brazenor","null","NULL","{""1832"":1934}","false","null","false","Gray","null","null","iucn","fumeus","null","null","Smoky Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18550","false","","","","","","","","","","false","NA","",""
"Pseudomys glaucus","5328","Thomas","null","NULL","{""1832"":1910}","false","null","false","Gray","null","null","iucn","glaucus","null","null","Blue-grey Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","true","extinct","","","true","18564","false","","","","","","","","","","false","NA","",""
"Pseudomys gouldii","5329","Waterhouse","null","NULL","{""1832"":1843}","false","null","false","Gray","null","null","iucn","gouldii","null","null","Gould&#39;s Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","true","extinct","","","true","18551","false","","","","","","","","","","false","NA","",""
"Pseudomys gracilicaudatus","5330","Gould","null","NULL","{""1832"":1858}","false","null","false","Gray","null","null","iucn","gracilicaudatus","null","null","Eastern Chestnut Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18565","false","","","","","","","","","","false","NA","",""
"Pseudomys hermannsburgensis","5331","Waite","null","NULL","{""1832"":1896}","false","null","false","Gray","null","null","iucn","hermannsburgensis","null","null","Sandy Inland Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18566","false","","","","","","","","","","false","NA","",""
"Pseudomys higginsi","5332","Trouessart","null","NULL","{""1832"":1897}","false","null","false","Gray","null","null","iucn","higginsi","null","null","Long-tailed Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18567","false","","","","","","","","","","false","NA","",""
"Pseudomys johnsoni","5333","Kitchener","null","NULL","{""1832"":1980}","false","null","false","Gray","null","null","iucn","johnsoni","null","null","Central Pebble Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18568","false","","","","","","","","","","false","NA","",""
"Pseudomys nanus","5334","Gould","null","NULL","{""1832"":1858}","false","null","false","Gray","null","null","iucn","nanus","null","null","Western Chestnut Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18570","false","","","","","","","","","","false","NA","",""
"Pseudomys novaehollandiae","5335","Waterhouse","null","NULL","{""1832"":1843}","false","null","false","Gray","null","null","iucn","novaehollandiae","null","null","New Holland Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","murinae","hydromyini","pseudomys","false","","","","false","australasia/oceania","","","true","18552","false","","","","","","","","","","false","NA","",""
