major_type,major_subtype,linnean_order,linnean_family,linnean_subfamily,linnean_tribeg,genus,canonical_sciname,juniorSynonym,synonymOf,notes,citation,extinct,species_authority,authority_year,authority_fullcitation,authority_link,geo_distribution,MDDv1,internal_id,newSppSinceMSW3,IfNew_category,IfNew_valid_SciName,IfNew_described_SciName,IfNew_GeoRegion,IfNew_evidenceCitation,IfNew_evidenceAuthors,IfNew_evidenceYear,IfNew_evidenceLink,IfNew_nameCitation,IfNew_nameAuthors,IfNew_nameYear,IfNew_nameLink,genusTransfersinceMSW3,IfTransfer_oldSciName,IfTransfer_oldIUCN_ID,IfTransfer_evidenceCitation
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Xenuromys,Xenuromys_barbatus,NO,NA,NA,NA,0,Milne-Edwards,1900,,,Australasia/Oceania,0,23137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Xeromys,Xeromys_myoides,NO,NA,NA,NA,0,Thomas,1889,,,Australasia/Oceania,0,23141,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,PRAOMYINI,Zelotomys,Zelotomys_hildegardeae,NO,NA,NA,NA,0,Thomas,1902,,,Afrotropic,0,23197,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,PRAOMYINI,Zelotomys,Zelotomys_woosnami,NO,NA,NA,NA,0,Schwann,1906,,,Afrotropic,0,23196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,Zyzomys_argurus,NO,NA,NA,NA,0,Thomas,1889,,,Australasia/Oceania,0,23325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,Zyzomys_maini,NO,NA,NA,NA,0,Kitchener,1989,,,Australasia/Oceania,0,23326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,Zyzomys_palatalis,NO,NA,Burgin_mispelled_palatalis_as_palatilis._Changed._,"Churchill,_S.K._1996._Distribution,_habitat_and_status_of_the_Carpentarian_rock-rat_Zyzomys_palatalis._Wildlife_Research_23:_77-91.",0,Kitchener,1989,,,Australasia/Oceania,0,400000495,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,Zyzomys_pedunculatus,NO,NA,NA,NA,0,Waite,1896,,,Australasia/Oceania,0,23324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Zyzomys,Zyzomys_woodwardi,NO,NA,NA,NA,0,Thomas,1909,,,Australasia/Oceania,0,23328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Beamys,Beamys_hindei,NO,NA,NA,NA,0,Thomas,1909,,,Afrotropic,0,2676,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Beamys,Beamys_major,NO,NA,recognized_as_distinct_from_B._hindei,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_and_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.:_A_Biogeographic_and_Taxonomic_Synthesis_(I'll_also_cite_this_later)",0,Dollman,1914,,,Afrotropic,0,400000057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Brachytarsomys,Brachytarsomys_albicauda,NO,NA,NA,NA,0,Günther,1875,,,Afrotropic,0,2991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Brachytarsomys,Brachytarsomys_villosa,NO,NA,NA,NA,0,F. Petter,1962,,,Afrotropic,0,136399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Brachyuromys,Brachyuromys_betsileoensis,NO,NA,NA,NA,0,Bartlett,1880,,,Afrotropic,0,2997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Brachyuromys,Brachyuromys_ramirohitra,NO,NA,NA,NA,0,Major,1896,,,Afrotropic,0,2998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Cricetomys,Cricetomys_ansorgei,NO,NA,considered_distinct_from_C._gambianus,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_and_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.",0,Thomas,1904,,,Afrotropic,0,100000447,1,splitFromExisting,Cricetomys_ansorgei,Cricetomys_ansorgei,Afrotropic,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_&_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.","Monadjem,_A.,_Taylor,_P_J.,_Denys,_C.,_&_Cotterill,_F_P_",2015,_noneYet,_noneYet,Thomas,1904,_noneYet,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Cricetomys,Cricetomys_emini,NO,NA,NA,NA,0,Wroughton,1910,,,Afrotropic,0,5521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Cricetomys,Cricetomys_gambianus,NO,NA,considered_distinct_from_C._emini,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_and_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.",0,Waterhouse,1840,,,Afrotropic,0,5522,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Cricetomys,Cricetomys_kivuensis,NO,NA,considered_distinct_from_C._emini,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_and_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.",0,Lönnberg,1917,,,Afrotropic,0,100000448,1,splitFromExisting,Cricetomys_kivuensis,Cricetomys_kivuensis,Afrotropic,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_&_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.","Monadjem,_A.,_Taylor,_P_J.,_Denys,_C.,_&_Cotterill,_F_P_",2015,_noneYet,_noneYet,Lönnberg,1917,_noneYet,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DELANYMYINAE,NA,Delanymys,Delanymys_brooksi,NO,NA,NA,NA,0,Hayman,1962,,,Afrotropic,0,6313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_insignis,NO,NA,NA,NA,0,Thomas,1903,,,Afrotropic,0,6440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_kahuziensis,NO,NA,NA,NA,0,Dieterlen,1969,,,Afrotropic,0,6439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_lachaisei,NO,NA,NA,NA,0,Denys & Aniskine,2012,,,Afrotropic,0,100000087,1,deNovo,Dendromus_lachaisei,Dendromus_lachaisei,Guinea,"Denys,_C._&_Aniskine,_V._2012._On_a_new_species_of_Dendromus_(Rodentia,_Nesomyidae)_from_Mount_Nimba,_Guinea._Mammalia_76:_295-308","Denys,_C_&_Aniskine,_V",2012,_noneYet,_noneYet,Denys_&_Aniskine,2012,_noneYet,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_leucostomus,NO,NA,split_from_melanotis,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_and_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.:_A_biogeographic_and_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.",0,Monard,1933,,,Afrotropic,0,100000476,1,splitFromExisting,Dendromus_leucostomus,Dendromus_leucostomus,Afrotropic,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_&_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.","Monadjem,_A.,_Taylor,_P_J.,_Denys,_C.,_&_Cotterill,_F_P_",2015,_noneYet,_noneYet,Monard,1933,_noneYet,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_lovati,NO,NA,NA,NA,0,de Winton,1900,,,Afrotropic,0,6442,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_melanotis,NO,NA,NA,NA,0,A. Smith,1834,,,Afrotropic,0,6443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_mesomelas,NO,NA,NA,NA,0,Brants,1827,,,Afrotropic,0,6444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_messorius,NO,NA,NA,NA,0,Thomas,1903,,,Afrotropic,0,6445,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_mystacalis,NO,NA,NA,NA,0,Heuglin,1863,,,Afrotropic,0,6446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_nyasae,NO,NA,"split_from_mesomelas,_also_includes_kivu","Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_and_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.:_A_biogeographic_and_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.",0,THomas,1916,,,Afrotropic,0,100000477,1,splitFromExisting,Dendromus_nyasae,Dendromus_nyasae,Afrotropic,"Monadjem,_A.,_Taylor,_P._J.,_Denys,_C.,_&_Cotterill,_F._P._(2015)._Rodents_of_Sub-Saharan_Africa:_A_biogeographic_&_taxonomic_synthesis._Walter_de_Gruyter_GmbH_&_Co_KG.","Monadjem,_A.,_Taylor,_P_J.,_Denys,_C.,_&_Cotterill,_F_P_",2015,_noneYet,_noneYet,Thomas,1916,_noneYet,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_nyikae,NO,NA,NA,NA,0,Wroughton,1909,,,Afrotropic,0,6447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_oreas,NO,NA,NA,NA,0,Osgood,1936,,,Afrotropic,0,6448,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_ruppi,NO,NA,NA,NA,0,Dieterlen,2009,,,Afrotropic,0,100000088,1,deNovo,Dendromus_ruppi,Dendromus_ruppi,South_Sudan,"Dieterlen,_F._2009._Climbing_mice_of_the_genus_Dendromus_(Nesomyidae,_Dendromurinae)_in_Sudan_&_Ethiopia,_with_the_description_of_a_new_species._Bonner_zoologische_Beiträge_56:185-200.[70]","Dieterlen,_F",2009,_noneYet,_noneYet,Dieterlen,2009,_noneYet,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,Dendromus_vernayi,NO,NA,NA,NA,0,Hill & Carter,1937,,,Afrotropic,0,6449,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendroprionomys,Dendroprionomys_rousseloti,NO,NA,NA,NA,0,F. Petter,1966,,,Afrotropic,0,6483,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_antsingy,NO,NA,NA,NA,0,"Carleton, Goodman, & Rakotondravony",2001,,,Afrotropic,0,136544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_carletoni,NO,NA,NA,NA,0,"Goodman, Raheriarisena, & Jansa",2009,,,Afrotropic,0,100000098,1,deNovo,Eliurus_carletoni,Eliurus_carletoni,Madagascar,"Goodman,_S.M.,_Raheriarisena,_M._&_Jansa,_S.A._2009._A_new_species_of_Eliurus_Milne_Edwards,_1885_(Rodentia:_Nesomyinae)_from_the_Réserve_Spéciale_d'Ankarana,_northern_Madagascar._Bonner_zoologische_Beiträge_56:133-149.[71]","Goodman,_S.M.,_Raheriarisena,_M_&_Jansa,_S.A",2009,_noneYet,_noneYet,"Goodman,_Raheriarisena_&_Jansa",2009,_noneYet,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_danieli,NO,NA,NA,NA,0,Carleton & Goodman,2007,,,Afrotropic,0,136251,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_ellermani,NO,NA,NA,NA,0,Carleton,1994,,,Afrotropic,0,136325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_grandidieri,NO,NA,NA,NA,0,Carleton & Goodman,1998,,,Afrotropic,0,29460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_majori,NO,NA,NA,NA,0,Thomas,1895,,,Afrotropic,0,7622,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_minor,NO,NA,NA,NA,0,Major,1896,,,Afrotropic,0,7621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_myoxinus,NO,NA,NA,NA,0,Milne-Edwards,1885,,,Afrotropic,0,7623,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_penicillatus,NO,NA,NA,NA,0,Thomas,1908,,,Afrotropic,0,7624,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_petteri,NO,NA,NA,NA,0,Carleton,1994,,,Afrotropic,0,136316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_tanala,NO,NA,NA,NA,0,Major,1896,,,Afrotropic,0,7625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Eliurus,Eliurus_webbi,NO,NA,NA,NA,0,Ellerman,1949,,,Afrotropic,0,7626,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Gymnuromys,Gymnuromys_roberti,NO,NA,NA,NA,0,Major,1896,,,Afrotropic,0,9581,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Hypogeomys,Hypogeomys_antimena,NO,NA,NA,NA,0,A. Grandidier,1869,,,Afrotropic,0,10714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Macrotarsomys,Macrotarsomys_bastardi,NO,NA,NA,NA,0,Milne-Edwards & G. Grandidier,1898,,,Afrotropic,0,12647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Macrotarsomys,Macrotarsomys_ingens,NO,NA,NA,NA,0,F. Petters,1959,,,Afrotropic,0,12646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Macrotarsomys,Macrotarsomys_petteri,NO,NA,NA,NA,0,Goodman & Soarimalala,2005,,,Afrotropic,0,136510,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Malacothrix,Malacothrix_typica,NO,NA,NA,NA,0,A. Smith,1834,,,Afrotropic,0,12712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Megadendromus,Megadendromus_nikolausi,NO,NA,NA,NA,0,Dieterlen & Rupp,1978,,,Afrotropic,0,12937,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Monticolomys,Monticolomys_koopmani,NO,NA,NA,NA,0,Carleton & Goodman,1996,,,Afrotropic,0,136539,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,MYSTROMYINAE,NA,Mystromys,Mystromys_albicaudatus,NO,NA,NA,NA,0,A. Smith,1834,,,Afrotropic,0,14262,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Nesomys,Nesomys_audeberti,NO,NA,NA,NA,0,Jentink,1879,,,Afrotropic,0,136475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Nesomys,Nesomys_lambertoni,NO,NA,NA,NA,0,G. Grandidier,1928,,,Afrotropic,0,136330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,NESOMYINAE,NA,Nesomys,Nesomys_rufus,NO,NA,NA,NA,0,Peters,1870,,,Afrotropic,0,14671,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,PETROMYSCINAE,NA,Petromyscus,Petromyscus_barbouri,NO,NA,NA,NA,0,Shortridge & Carter,1938,,,Afrotropic,0,16777,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,PETROMYSCINAE,NA,Petromyscus,Petromyscus_collinus,NO,NA,NA,NA,0,Thomas & Hinton,1925,,,Afrotropic,0,16778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,PETROMYSCINAE,NA,Petromyscus,Petromyscus_monticularis,NO,NA,NA,NA,0,Thomas & Hinton,1925,,,Afrotropic,0,16779,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,PETROMYSCINAE,NA,Petromyscus,Petromyscus_shortridgei,NO,NA,NA,NA,0,Thomas,1926,,,Afrotropic,0,16780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Prionomys,Prionomys_batesi,NO,NA,NA,NA,0,Dollman,1910,,,Afrotropic,0,18164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Saccostomus,Saccostomus_campestris,NO,NA,NA,NA,0,Peters,1846,,,Afrotropic,0,19808,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Saccostomus,Saccostomus_mearnsi,NO,NA,New_Species,"Mikula,_O.,_Sumbera,_R.,_Aghova,_T.,_Mbau,_J.S.,_Katakweba,_A.S.,_Sabuni,_C.A.,_Bryja,_J._2016._Evolutionary_history_and_species_diversity_of_African_pouched_mice_(Rodentia:_Nesomyidae:_Saccostomus)._Zoological_Scripta_45(6):_595-617.",0,Heller,1910,,,Afrotropic,0,19809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Saccostomus,Saccostomus_umbriventer,NO,NA,New_Species,"Mikula,_O.,_Sumbera,_R.,_Aghova,_T.,_Mbau,_J.S.,_Katakweba,_A.S.,_Sabuni,_C.A.,_Bryja,_J._2016._Evolutionary_history_and_species_diversity_of_African_pouched_mice_(Rodentia:_Nesomyidae:_Saccostomus)._Zoological_Scripta_45(6):_595-617.",0,Miller,1910,,,Afrotropic,0,100000772,1,splitFromExisting,Saccostomus_umbriventer,Saccostomus_umbriventer,Afrotropic,"Mikula,_O.,_Sumbera,_R.,_Aghova,_T.,_Mbau,_J.S.,_Katakweba,_A.S.,_Sabuni,_C.A.,_Bryja,_J._2016._Evolutionary_history_&_species_diversity_of_African_pouched_mice_(Rodentia:_Nesomyidae:_Saccostomus)._Zoological_Scripta_45(6):_595-617.","Mikula,_O.,_Sumbera,_R.,_Aghova,_T.,_Mbau,_J.S.,_Katakweba,_A.S.,_Sabuni,_C.A.,_Bryja,_J",2016,_noneYet,_noneYet,Miller,1910,_noneYet,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Steatomys,Steatomys_bocagei,NO,NA,NA,NA,0,Thomas,1892,,,Afrotropic,0,136625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Steatomys,Steatomys_caurinus,NO,NA,NA,NA,0,Thomas,1912,,,Afrotropic,0,20718,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Steatomys,Steatomys_cuppedius,NO,NA,NA,NA,0,Thomas & Hinton,1920,,,Afrotropic,0,20719,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Steatomys,Steatomys_jacksoni,NO,NA,NA,NA,0,Hayman,1935,,,Afrotropic,0,20717,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
