genus,species,subspecies,deprecated_scientific,common_name,linnean_order,major_type,major_common_type,major_subtype,minor_type,genus_authority,species_authority,authority_year,image,notes,
Batrachoseps,diabolicus,,,Hell Hollow Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 1998)",,,,
Batrachoseps,gabrieli,,,San Gabriel Mountains Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Wake, 1996)",,,,
Batrachoseps,gavilanensis,,,Gabilan Mountains Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 2001)",,,,
Batrachoseps,gregarius,,,Gregarious Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 1998)",,,,
Batrachoseps,incognitis,,,San Simeon Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 2001)",,,,
Batrachoseps,kawia,,,Sequoia Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 1998)",,,,
Batrachoseps,luciae,,,Santa Lucia Mountain Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 2001)",,,,
Batrachoseps,major,,,Southern California Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Camp, 1915)",,,,
Batrachoseps,major,aridus,,Desert Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Brame, 1970)",,,,
Batrachoseps,major,major,,Garden Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Camp, 1915)",,,,
Batrachoseps,minor,,,Lesser Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 2001)",,,,
Batrachoseps,nigriventris,,,Black- bellied Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Cope, 1869)",,,,
Batrachoseps,pacificus,,,Channel IslandsSlender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Cope, 1865)",,,,
Batrachoseps,regius,,,Kings River Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 1998)",,,,
Batrachoseps,relictus,,,Relictual Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Brame and Murray, 1968)",,,,
Batrachoseps,robustus,,,Kern Plateau Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Wake and Jackman, 2002)",,,,
Batrachoseps,simatus,,,Kern Canyon Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Brame and Murray, 1968)",,,,
Batrachoseps,stebbinsi,,,Tehachapi Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Brame and Murray, 1968)",,,,
Batrachoseps,wrighti,,,Oregon Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Bishop, 1937)",,,,
Cryptobranchus,alleganiensis,,,Hellbender,Caudata,Caudata,Salamanders,Hellbenders,,"Cryptobranchus Leuckart, 1821","(Daudin, 1803)",,,,
Cryptobranchus,alleganiensis,alleganiensis,,Eastern Hellbender,Caudata,Caudata,Salamanders,Hellbenders,,"Cryptobranchus Leuckart, 1821","(Daudin, 1803)",,,,
Cryptobranchus,alleganiensis,bishopi,,Ozark Hellbender,Caudata,Caudata,Salamanders,Hellbenders,,"Cryptobranchus Leuckart, 1821","(Grobman, 1943)",,,,
Desmognathus,abditus ,,,Cumberland Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Anderson and Tilley, 2003)",,,,
Desmognathus,aeneus,,,Seepage Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Brown and Bishop, 1947)",,,,
Desmognathus,apalachicolae,,,Apalachiola Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Means and Karlin, 1989)",,,,
Desmognathus,auriculatus,,,Southern Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Holbrook, 1838)",,,,
Desmognathus,brimleyorum,,,Ouachita Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Stejneger, 1895)",,,,
Desmognathus,carolinensis,,,Carolina Mountain Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Dunn, 1916)",,,,
Desmognathus,conanti,,,Spotted Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Rossman, 1958)",,,,
Desmognathus,folkertsi,,,Dwarf Black-bellied Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Camp, Tilley, Austin, and Marshall, 2002)",,,,
Desmognathus,fuscus,,,Northern Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Rafinesque, 1820)",,,,
Desmognathus,imitator,,,Imitator Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Dunn, 1927)",,,,
Desmognathus,marmoratus,,,Shovel-nosed Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Moore, 1899)",,,,
Desmognathus,monticola,,,Seal Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Dunn, 1916)",,,,
Desmognathus,ochrophaeus,,, Allegheny Mountains Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Cope, 1859)",,,,
Desmognathus,ocoee,,,Ocoee Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Nicholls, 1949)",,,,
Desmognathus,orestes,,,Blue Ridge Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Tilley and Manhoney, 1996)",,,,
Desmognathus,organi,,,Northern Pygmy Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Crespi, Brown, and Rissler, 2010)",,,,
Desmognathus,planiceps,,,Flat-Headed Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Newman, 1955)",,,,
Desmognathus,quadramaculatus,,,Black-bellied Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Holbrook, 1840)",,,,
Desmognathus,santeetlah,,,Santeetlah Dusky Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Tilley, 1981)",,,,
Desmognathus,welteri,,,Black Mountain Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(Barbour, 1950)",,,,
Desmognathus,wrighti,,,Pygmy Salamander,Caudata,Caudata,Salamanders,Dusky Salamanders,,"Desmognathus Baird, 1850","(King, 1936)",,,,
Ensatina,eschscholtzii,,,Ensatina,Caudata,Caudata,Salamanders,Ensatinas,,"Ensatina Gray, 1850","(Gray, 1850)",,,,
Ensatina,eschscholtzii,croceater,,Yellow-blotched Ensatina,Caudata,Caudata,Salamanders,Ensatinas,,"Ensatina Gray, 1850","(Cope, 1868)",,,,
Ensatina,eschscholtzii,eschscholtzii,,Monterey Ensatina,Caudata,Caudata,Salamanders,Ensatinas,,"Ensatina Gray, 1850","(Gray, 1850)",,,,
Ensatina,eschscholtzii,klauberi,,Large-blotched Ensatina,Caudata,Caudata,Salamanders,Ensatinas,,"Ensatina Gray, 1850","(Dunn, 1929)",,,,
Ensatina,eschscholtzii,oregonensis,,Oregon Ensatina,Caudata,Caudata,Salamanders,Ensatinas,,"Ensatina Gray, 1850","(Girard, 1865)",,,,
Ensatina,eschscholtzii,picta,,Painted Ensatina,Caudata,Caudata,Salamanders,Ensatinas,,"Ensatina Gray, 1850","(Wood, 1940)",,,,
Ensatina,eschscholtzii,platensis,,Sierra Nevada Ensatina,Caudata,Caudata,Salamanders,Ensatinas,,"Ensatina Gray, 1850","(Jimenez de al Espada, 1875)",,,,
Ensatina,eschscholtzii,xanthoptica,,Yellow- eyed Ensatina,Caudata,Caudata,Salamanders,Ensatinas,,"Ensatina Gray, 1850","(Stebbins, 1949)",,,,
Eurycea,aquantica,,,Brown-backed Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Rose and Bush, 1863)",,,,
Eurycea,bislineata,,,Northern Two-lined Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Green, 1818)",,,,
Eurycea,chamberlaini,,,Chamberlain's Dwarf Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Harrison and Guttman, 2003)",,,,
Eurycea,chisholmensis,,,Salado Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Chippindale, Price, Wiens, and Hilis, 2000)",,,,
Eurycea,cirrigera,,,Southern Two-lined Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Green, 1831)",,,,
Eurycea,guttolineata,,,Three-lined Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Holbrook, 1838)",,,,
Eurycea,junaluska,,,Junaluska Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Sever, Dundee and Sullivan, 1976)",,,,
Eurycea,latitans,,,Cascade Caverns Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Smith and Potter, 1946)",,,,
Eurycea,longicauda,,,Long-tailed Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Green, 1818)",,,,
Eurycea,longicauda,longicauda,,Eztern Long-tailed Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Green, 1818)",,,,
Eurycea,longicauda,melanopleura,,Dark-sided Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Cope, 1894)",,,,
Eurycea,lucifuga,,,Cave Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Rafinesque, 1822)",,,,
Eurycea,multiplicata,,,Many-ribbed Salamader,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Cope, 1822)",,,,
Eurycea,nana,,,San Marcos Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Bishop, 1941)",,,,
Eurycea,naufragia,,,Georgetown Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Chippindale, Price, Wiens, and Hilis, 2000)",,,,
Eurycea,neotenes,,,Texas Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Bishop and Wright, 1937)",,,,
Eurycea,pterophila,,,Fern Bank Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Burger, Smith, and Potter, 1950)",,,,
Eurycea,quadrigitata,,,Dwarf Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Holbrook, 1842)",,,,
Eurycea,rathbuni,,,Texas Blind Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Stejneger, 1896)",,,,
Eurycea,robusta,,,Blanco Bind Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Longley, 1978)",,,,
Eurycea,sosorum,,,Barton Springs Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Chippindale, Price, and Hilis, 1993)",,,,
Eurycea,subfluvicola,,,Ouachita Streambed Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Steffen, Irwin, Blair, and Bonett, 2014)",,,,
Eurycea,spelaea,,,Grotto Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Stejneger, 1892)",,,,
Eurycea,tonkawae,,,Jollyville Plateau Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Chippindale, Price, Wiens, and Hillis, 2000)",,,,
Eurycea,tridentifera,,,Cormal Blind Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Mitchell and Reddell, 1965)",,,,
Eurycea,troglodytes,,,Valdina Farms Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Baker, 1957)",,,,
Eurycea,tynerensis,,,Oklahoma Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Moore and Hughes, 1939)",,,,
Eurycea,wallacei,,,Georgia Blind Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Carr, 1939)",,,,
Eurycea,waterlooensis,,,Austin Bling Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Hillis, Chamberlain, Wilcox, and Chippindale,2001) ",,,,
Eurycea,wilderae,,,Blue Ridge Two-lined Salamander,Caudata,Caudata,Salamanders,Brook Salamanders,,"Eurycea Rafinesque, 1822","(Dunn, 1920)",,,,
Gyrinophilus,gulolineatus,,,Berry Cave Salamander ,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(Brandon, 1965)",,,,
Gyrinophilus,palleucus,,,Tennessee Cave Salamander,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(McCrady, 1954)",,,,
Gyrinophilus,palleucus,necturoides,,Big Mouth Cave Salamander,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(Lazell and Brandon, 1962)",,,,
Gyrinophilus,palleucus,palleucus,,Pale Salamander,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(McCrady, 1954)",,,,
Gyrinophilus,porphyriticus,,,Spring Salamander,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(Green, 1827)",,,,
Gyrinophilus,porphyriticus,danielsi,,Blue Ridge Spring Salamander,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(Blatchley, 1901)",,,,
Gyrinophilus,porphyriticus,dunni,,Carolina Spring Salamander,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(Mittleman and Jopson, 1941)",,,,
Gyrinophilus,porphyriticus,duryi,,Kentucky Spring Salamander,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(Weller, 1930)",,,,
Gyrinophilus,porphyriticus,porphyriticus,,Northern Spring Salamander,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(Green, 1827)",,,,
Gyrinophilus,subterraneus,,,West Virginia Salamander ,Caudata,Caudata,Salamanders,Spring Salamander,,"Gyrinophilus Cope, 1869","(Besharse and Holsinger, 1977)",,,,
Hemidactylium,scutatum,,,Four-toed Salamander,Caudata,Caudata,Salamanders,Four Toed Salamanders,,"Hemidactylum Tschudi, 1838","(Temminck and Schlegel in Von Siebold, 1838)",,,,
Hydromantes,brunus,,,Limestone Salamander,Caudata,Caudata,Salamanders,Web-toed Salamander,,"Hydromantes Gistel, 1848","(Gorman, 1954)",,,,
Hydromantes,platycephalus,,,Mount Lyell Salamander,Caudata,Caudata,Salamanders,Web-toed Salamander,,"Hydromantes Gistel, 1848","(Camp, 1916)",,,,
Hydromantes,shastae,,,Shasta Salamander,Caudata,Caudata,Salamanders,Web-toed Salamander,,"Hydromantes Gistel, 1848","(Gorman and Camp, 1953)",,,,
Necturus,alabamensis,,,Black Warrior River Waterdog,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Necturus Rafinesque, 1819","(Viosca, 1937)",,,,
Necturus,beyeri,,,Gulf Coast Waterdog,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Necturus Rafinesque, 1819","(Viosca, 1937)",,,,
Necturus,lewisi,,,Neuse River Waterdog,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Necturus Rafinesque, 1819","(Brimley, 1924)",,,,
Necturus,maculosus,,,Mudpuppy,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Necturus Rafinesque, 1819","(Rafinesque, 181)",,,,
Necturus,maculosus,maculosus,,Common Mudpuppy,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Necturus Rafinesque, 1819","(Rafinesque, 1818)",,,,
Necturus,maculosus,louisianensis,,Red River Mudpuppy,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Necturus Rafinesque, 1819"," (Viosca, 1938)",,,,
Necturus,punctatus,,,Dwarf waterdog,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Necturus Rafinesque, 1819","(Gibbes, 1850)",,,,
Notophthalmus,meridinalis,,,Black-Spotted Newt,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Notophthalmus Rafinesque, 1820","(Cope, 1880)",,,,
Notophthalmus,meridinalis,meridionalis,,Texas Black-spotted Newt,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Notophthalmus Rafinesque, 1820","(Cope, 1880)",,,,
Notophthalmus,perstriatus,,,Striped Newt,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Notophthalmus Rafinesque, 1820","(Bishop, 1941)",,,,
Notophthalmus,viridescens,,,Eastern Newt,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Notophthalmus Rafinesque, 1820","(Rafinesque, 1820)",,,,
Notophthalmus,viridescens,dorsalis,,Broken-striped Newt,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Notophthalmus Rafinesque, 1820","(Harlan, 1828)",,,,
Notophthalmus,viridescens,louisianensis,,Cantral Newt,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Notophthalmus Rafinesque, 1820","(Woltertorff, 1914)",,,,
Notophthalmus,viridescens,piaropicola,,Peninsula Newt,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Notophthalmus Rafinesque, 1820","(Schwartz and Duellman, 1952)",,,,
Notophthalmus,viridescens,viridescens,,Red-spotted Newt,Caudata,Caudata,Salamanders,Waterdogs and Mudpuppies,,"Notophthalmus Rafinesque, 1820","(Rafinesque, 1820)",,,,
Plethodon,ainsworthi,,,Bay Springs Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Lazell, 1998)",,,,
Plethodon,albagula,,,Western Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Grobman, 1944)",,,,
Plethodon,amplus,,,Blue Ridge Gray-checked Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton and Peabody, 2000)",,,,
Plethodon,angusticlavius,,,Ozark Zigzag Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Grobman, 1944)",,,,
Plethodon,asupak,,,Scott Bar Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Mead, Clayton, Nauman, Olson and Pfrender, 2005)",,,,
Plethodon,aureolus,,,Tellico Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1984)",,,,
Plethodon,caddoensis,,,Caddo Mountain Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Pope and pope, 1951)",,,,
Plethodon,chattahoochee,,,Chattahoochee Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1989)",,,,
Plethodon,cheoah,,,Cheoah Bald Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton and Peabody, 2000)",,,,
Plethodon,chlorobryonis,,,Atlantic Coast Slimmy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Mittleman, 1951)",,,,
Plethodon,cinereus,,,Eastern Red-backed Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Green, 1818)",,,,
Plethodon,cylindraceus,,,White-Spotted Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Harlan, 1825)",,,,
Plethodon,dorsalis,,,Northern Zigzag Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Cope, 1889)",,,,
Plethodon,dunni,,,Dunn's Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Allen and Neil, 1949)",,,,
Plethodon,electromorphus,,,Northern Ravine Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1999)",,,,
Plethodon,elongatus,,,Del Norte Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Van Denburgh, 1916) ",,,,
Plethodon,fourchensis,,,Fourche Mountain Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Duncan and Highton, 1979)",,,,
Plethodon,glutinosus,,,Northern Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Green, 1818)",,,,
Plethodon,grobmani,,,Southeastern Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Allen and Neil, 1949)",,,,
Plethodon,hoffmani,,,Valley and Ridge Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1972)",,,,
Plethodon,hubrichti,,,Peaks of Otter Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Thurow, 1957)",,,,
Plethodon,idahoensis,,,Coeur d'Alene Salamnder,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Slater and Slipp, 1940)",,,,
Plethodon,jordani,,,Red-checked Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Blatchey, 1901)",,,,
Plethodon,kentucki,,,Cumberland Plateau Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Mittleman, 1951)",,,,
Plethodon,kiamichi,,,Kiamichi Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1989)",,,,
Plethodon,kisatchie,,,Louisiana Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1989)",,,,
Plethodon,larselli,,,Larch Mountain Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Burns, 1954)",,,,
Plethodon,meridianus,,,South Mountain Gray-cheeked Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton and Peabody, 2000)",,,,
Plethodon,metcalfi,,,Southern Gray-cheeked Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Brimley, 1912)",,,,
Plethodon,mississippi,,,Mississippi Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1989)",,,,
Plethodon,montanus,,,Northern Gray-cheeked Salaamnder,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton and Peabody, 2000)",,,,
Plethodon,neomexicanus,,,Jemez Mountain Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Stebbins and Riemer, 1950)",,,,
Plethodon,nettingi,,,Cheat Mountain Salamander ,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Green, 1938)",,,,
Plethodon,ocmulgee,,,Ocmulgee Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1989)",,,,
Plethodon,ouachitae,,,Rich Mountain Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Dunn and Heinze, 1933)",,,,
Plethodon,petraeus,,,Pigeon Mountain Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Wynn, Highton and Jacobs, 1988)",,,,
Plethodon,punctatus,,,Cow Knob Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1989)",,,,
Plethodon,richmondi,,,Southern Ravine Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Netting and Mittleman, 1938)",,,,
Plethodon,savannah,,,Savannah Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1989)",,,,
Plethodon,sequoyah,,,Sequoyah Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1989)",,,,
Plethodon,serratus,,,Southern Red-backed Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Grobman, 1944)",,,,
Plethodon,shenandoah,,,Shenandoah Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton and Worthington, 1967)",,,,
Plethodon,sherando,,,Big Levels Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 2004) ",,,,
Plethodon,shermani,,,Red-legged Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Stejneger, 1906)",,,,
Plethodon,stormi,,,Siskiyou Mountain Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton and Brame, 1965)",,,,
Plethodon,teyahalee,,,Southern Appalachian Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Hairston, 1950)",,,,
Plethodon,vandykei,,,Van Dyke's Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Van Denburgh, 1906) ",,,,
Plethodon,variolatus,,,South Carolina Slimy Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Gilliams, 1818)",,,,
