genus,species,subspecies,deprecated_scientific,common_name,linnean_order,major_type,major_common_type,major_subtype,minor_type,genus_authority,species_authority,authority_year,image,notes,
Aspidoscelis,gularis,gularis,,Texas Spotted Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Aspidoscelis,hyperythra,,,Orange-throated Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Cope, 1863)",,,,
Aspidoscelis,hyperythra,beldingi,,Belding's Orange Throated Whiptail ,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Stejneger, 1894)",,,,
Aspidoscelis,inornata,,,Little Stripped Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Baird, 1859 ""1858"")",,,,
Aspidoscelis,inornata,junipera,,Little White Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Wright and Lowe, 1993)",,,,
Aspidoscelis,inornata,llanuras,,Plains Striped Whiptail  ,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Wright and Lowe, 1993)",,,,
Aspidoscelis,laredoensis,,,Laredo Striped Whiptail ,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Mckinney,Kay and Anderson, 1973) ",,,,
Aspidoscelis,marmorata,,,Marbled Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Aspidoscelis,marmorata,armorata,,Western Marbed Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Aspidoscelis,marmorata,reticuloriens,,Eastern Marbled Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Vance, 1978)",,,,
Aspidoscelis,neomexicana,,,New Mexico Whiptail (unisexual),Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Lowe and Wright, 1993)",,,,
Aspidoscelis,neotesselata,,,Colorado Checkered Whiptail (unisexual),Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Walker, Cordes and Taylor, 1997)",,,,
Aspidoscelis,pai,,,Pai Striped Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Wright and Lowe, 1993)",,,,
Aspidoscelis,scalaris,,,Plateau Spotted Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Cope, 1892)",,,,
Aspidoscelis,scalaris,septemvittata,,Big Bend Spotted Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Cope, 1892)",,,,
Aspidoscelis,sexlineata,,,Six-lined Racerunner,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Linnaeus, 1766)",,,,
Aspidoscelis,sexlineata,sexlineata,,Eastern Six-lined Racerunner,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Linnaeus, 1766)",,,,
Aspidoscelis,sexlineata,stephensae,,Texas Yellow-headed Racerunner ,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Trauth,1992) ",,,,
Aspidoscelis,sexlineata,viridis,,Prairie Racerunner,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Lowe, 1996)",,,,
Aspidoscelis,sonorae,,,Sonoran Spotted Whiptail (Unisexual),Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Lowe and Wright, 1964)",,,,
Aspidoscelis,stictogramma,,,Giant Spotted Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Burger, 1950)",,,,
Aspidoscelis,tesselata,,,Common Checkered Whiptail (unisexual),Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Say, in James, 1823)",,,,
Aspidoscelis,tigris,,,Tiger Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Aspidoscelis,tigris,munda,,California Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Camp, 1916)",,,,
Aspidoscelis,tigris,punctilinealis,,Sonoran Tiger Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Dickerson, 1919) ",,,,
Aspidoscelis,tigris,septentrionalis,,Plateau Tiger Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Burger, 1950)",,,,
Aspidoscelis,tigris,stejnegeri,,San Diegan Tiger Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Van Denburgh, 1894)",,,,
Aspidoscelis,tigris,tigris,,Great Basin Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Aspidoscelis,uniparens,,,Desert Grassland Whiptail (unisexual),Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Wright and Lowe, 1953) ",,,,
Aspidoscelis,velox,,,Plateau Striped Whiptail (unisexual),Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Springer, 1928)",,,,
Aspidoscelis,xanthonota,,,Red-backed Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Duellman and Lowe, 1953)",,,,
Callisaurus,draconoides,,,Zebra-tailed Lizards,Squamata ,Squamata ,Lizards,Zebra-Tailed Lizards,,"Callisarus Blainville, 1835","(Blainville, 1835)",,,,
Callisaurus,draconoides,myurus,,Northern Zebra-tailed Lizard,Squamata ,Squamata ,Lizards,Zebra-Tailed Lizards,,"Callisarus Blainville, 1835","(Richardson, 1915)",,,,
Callisaurus,draconoides,rhodosticus,,Western Zebra-tailed Lizard ,Squamata ,Squamata ,Lizards,Zebra-Tailed Lizards,,"Callisarus Blainville, 1835","(Cope, 1896)",,,,
Callisaurus,draconoides,ventralis,,Eastern Zebra-tailed Lizard,Squamata ,Squamata ,Lizards,Zebra-Tailed Lizards,,"Callisarus Blainville, 1835","(Hallowell, 1852)",,,,
Coleonyx,brevis,,,Texas Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Stejneger, 1893)",,,,
Coleonyx,reticulatus,,,Reticulate Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Davis and Dixon, 1958)",,,,
Coleonyx,switaki,,,Switak's Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Murphy, 1974)",,,,
Coleonyx,switaki,switaki,,Peninsula Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Murphy, 1974)",,,,
Coleonyx,variegatus,,,Western Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Baird, 1859 ""1858"")",,,,
Coleonyx,variegatus,abbotti,,San Diego Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Klauber, 1945)",,,,
Coleonyx,variegatus,bogerti,,Tucson Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Klauber, 1945)",,,,
Coleonyx,variegatus,utahensis,,Utah Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Klauber, 1945)",,,,
Coleonyx,variegatus,variegatus,,Desert Banded Gecko,Squamata ,Squamata ,Lizards,Banded Geckos,,"Coleonyx Gray, 1845","(Baird, 1859)",,,,
Cophosarus,texanus,,,Greater Earless Lizard,Squamata ,Squamata ,Lizards,Greater Earless Lizards,,"Cophosaurus Troschel, 1852 ""1850""","(Troschel, 1852 ""1850"")",,,,
Cophosarus,texanus,scitulus,,Chihuahuan Greater Earless Lizard,Squamata ,Squamata ,Lizards,Greater Earless Lizards,,"Cophosaurus Troschel, 1852 ""1850""","(Peters, 1951)",,,,
Cophosarus,texanus,texanus,,Texas Greater Earless Lizard,Squamata ,Squamata ,Lizards,Greater Earless Lizards,,"Cophosaurus Troschel, 1852 ""1850""","(Trochel, 1852)",,,,
Crotaphytus,bicinctores,,,Great Basin Collared Lizard,Squamata ,Squamata ,Lizards,Collared Lizards,,"Crotaphytus Holbrook, 1842 ","(Smith and Tanner, 1972)",,,,
Crotaphytus,collaris,,,Eastern Collared Lizard,Squamata ,Squamata ,Lizards,Collared Lizards,,"Crotaphytus Holbrook, 1842 ","(Say, 1823)",,,,
Crotaphytus,nebrius,,,Sonoran Collared Lizard,Squamata ,Squamata ,Lizards,Collared Lizards,,"Crotaphytus Holbrook, 1842 ","(Axtell and Montanucci, 1977)",,,,
Crotaphytus,reticulatus,,,Reticulate Collared Lizard,Squamata ,Squamata ,Lizards,Collared Lizards,,"Crotaphytus Holbrook, 1842 ","(Baird, 1859 ""1858"")",,,,
Crotaphytus,vestigium,,,Baja California Collared Lizard,Squamata ,Squamata ,Lizards,Collared Lizards,,"Crotaphytus Holbrook, 1842 ","(Smith and Tanner, 1972)",,,,
Dipsosaurus,dorsalis,,,,Squamata,Squamata,Lizards,Desert Iguanas,,"Dipsosaurus Hallowell, 1854","(Baird and Girard, 1852)",,,,
Elgaria,coerulea,,,Northern Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Wiegmann, 1828)",,,,
Elgaria,coerulea,coerulea,,San Francisco Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Wiegmann, 1828)",,,,
Elgaria,coerulea,palmeri,,Sierra Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Stejneger, 1893)",,,,
Elgaria,coerulea,principis,,Northwestern Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Baird and Girard, 1852)",,,,
Elgaria,coerulea,shastensis,,Shasta Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Fitch, 1934)",,,,
Elgaria,kingii,,,Madrean Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Gray, 1838)",,,,
Elgaria,kingii,nobilis,,Arizona Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Baird and Girard, 1852)",,,,
Elgaria,multicarinata,,,Southern Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Blainville, 1835)",,,,
Elgaria,multicarinata,multicarinata,,California Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Blainville, 1835)",,,,
Elgaria,multicarinata,scincicaudata,,Oregon Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Skilton,1849)",,,,
Elgaria,multicarinata,webbii,,San Diego Aligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Baird, 1859 ""1858"")",,,,
Elgaria,panamintina,,,Panamint Alligator Lizard,Squamata ,Squamata ,Lizards,Western Alligator Lizards,,"Elgaria Gray, 1838","(Stebbins, 1958)",,,,
Gambelia,copeii,,,Cope's Leopard Lizard,Squamata ,Squamata ,Lizards,Leopard Lizards,,"Gambelia Baird 1859 ""1858""","(Yarrow, 1882)",,,,
Gambelia,sila,,,Blunt-nosed Leopard Lizard,Squamata ,Squamata ,Lizards,Leopard Lizards,,"Gambelia Baird 1859 ""1858""","(Stejneger, 1890)",,,,
Gambelia,wislizenii,,,Long Nosed-Leopard Lizard,Squamata ,Squamata ,Lizards,Leopard Lizards,,"Gambelia Baird 1859 ""1858""","(Baird and Girard, 1852)",,,,
Gerrhonotus,infernalis,,,Texas Alligator Lizard,Squamata ,Squamata ,Lizards,Eastern Alligator Lizard,,"Gerrhonotus Wiegmann, 1828","(Baird, 1859 ""1858"")",,,,
Heloderma,suspectum,,,Gila Monster,Squamata ,Squamata ,Lizards,Gila Monsters and Beaded Lizards,,"Heloderma Wiegmann, 1829","(Cope, 1869)",,,,
Heloderma,suspectum,cinctum,,Banded Gila,Squamata ,Squamata ,Lizards,Gila Monsters and Beaded Lizards,,"Heloderma Wiegmann, 1829","(Bogert and Martin del Campo, 1956)",,,,
Heloderma,suspectum,suspectum ,,Reticulate Gila Monster,Squamata ,Squamata ,Lizards,Gila Monsters and Beaded Lizards,,"Heloderma Wiegmann, 1829","(Cope, 1869)",,,,
Holbrookia,elegans,,,Elegant Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Boncourt, 1874 in Dumeril, Mocquard & Boncourt)",,,,
Holbrookia,elegans,thermophila,,Sonoran Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Barbour, 1921)",,,,
Holbrookia,lacerata,,,Spot-tailed Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Cope, 1880)",,,,
Holbrookia,lacerata,lacerata,,Northern Spot-tailed Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Cope, 1880)",,,,
Holbrookia,lacerata,subcaudalis,,Southern Spot-tailed Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Axtell, 1956)",,,,
Holbrookia,maculata,,,Common Lesser Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Girard, 1851)",,,,
Holbrookia,maculata,campi,,Plateau Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Schmidt, 1921)",,,,
Holbrookia,maculata,flavilenata,,Chihuahuan Lesser Earless Lizard ,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Cope, 188)",,,,
Holbrookia,maculata,maculata,,Great Plains Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Girard, 1851)",,,,
Holbrookia,maculata,perpicua,,Prarie Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Axtell, 1956)",,,,
Holbrookia,propinqua,,,Keeled Earless Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Baird and Girard, 1852)",,,,
Holbrookia,propinqua,propinqua,,Northern Keeled Lizard,Squamata ,Squamata ,Lizards,Lesser Earless Lizards,,"Holbrookia Girard, 1851","(Baird and Girard, 1852)",,,,
Ophisaurus,attenuatus,,,Slender Glass Lizard,Squamata ,Squamata ,Lizards,Glass Lizards,,"Ophisaurus Daudin, 1803","(Cope, 1880)",,,,
Ophisaurus,attenuatus,attenuatus,,Western Slender Glass Lizard,Squamata ,Squamata ,Lizards,Glass Lizards,,"Ophisaurus Daudin, 1803","(Cope, 1880)",,,,
Ophisaurus,attenuatus,longicaudatus,,Eastern Slender Glass Lizard,Squamata ,Squamata ,Lizards,Glass Lizards,,"Ophisaurus Daudin, 1803","(McConkey, 1952)",,,,
Petrosaurus,mearnisi,,,Mearn's Rock Lizard,Squamata ,Squamata ,Lizards,Banded Rock Lizards,,"Petrosaurus Boulenger, 1885","(Stejneger, 1894)",,,,
Petrosaurus,mearnisi,mearnisi,,Mearn's Rock Lizard,Squamata ,Squamata ,Lizards,Banded Rock Lizards,,"Petrosaurus Boulenger, 1885","(Stejneger, 1894)",,,,
Phrynosoma (Anota), blainvilillii,,,Blainville's Horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Gray, 1839)",,,,
Phrynosoma,cornutum,,,Texas Horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Harlan, 1825)",,,,
Phrynosoma (Tapaja), douglasii,,,Pygmy Short-horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Bell, 1829)",,,,
Phrynosoma (Doliosaurus) ,goodei,,,Goode's Horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Stejneger, 1893)",,,,
Phrynosoma (Tapaja),hernandesi,,,Greater Short-horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Girard, 1858)",,,,
Phrynosoma (Tapaja),hernandesi,hernandesi,,Hernandez's Short-horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Girard, 1858)",,,,
Phrynosoma (Anota),mcallii,,,Flat-tailed Horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Hallowell, 1852)",,,,
Phrynosoma (Doliosaurus) ,modestum,,,Round-tailed Horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Girard, 1852)",,,,
Phrynosoma (Doliosaurus) ,playrhinos,,,Desert Horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Girard, 1852)",,,,
Phrynosoma (Doliosaurus) ,playrhinos,calidiarum,,Southern Desert Horned izard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Cope, 1896)",,,,
Phrynosoma (Doliosaurus) ,playrhinos,platyrhinos,,Northern Desert Horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Girard, 1852)",,,,
Phrynosoma (Anota),solare,,,Regal Horned Lizard,Squamata ,Squamata ,Lizards,Horned Lizards,,"Phrynosoma Wiegmann, 1828","(Gray, 1854)",,,,
Phyllodactylus,nocticolus,,,Peninsula Leaf-toed Gecko,Squamata ,Squamata ,Lizards,Leaf-toed Geckos,,"Phyllodactylus Gray, 1828","(Dixon, 1964)",,,,
Plestiodon,anthracinus,,,Coal Sink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird, 1850)",,,,
Plestiodon,anthracinus,anthracinus,,Northern Coal Sink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird, 1850)",,,,
Plestiodon,anthracinus,pluvialis,,Southern Coal Sink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Cope, 1880)",,,,
Plestiodon,callicephalus,,,Mountain Sink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Boncourt, 1879 in Duméril, Mocquard & Bocourt, 1870-1909)",,,,
Plestiodon,egregius,,,Mole Sink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird, 1859 ""1858"")",,,,
Plestiodon,egregius,egregius,,Florida Key Mole Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird, 1859)",,,,
Plestiodon,egregius,insularis,,Cedar Key Mole Skink ,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Mount, 1965)",,,,
Plestiodon,egregius,lividus,,Blue-tailed Mole Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Mount, 1965)",,,,
Plestiodon,egregius,onocrepsis,,Peninsula Mole Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Cope, 1871)",,,,
Plestiodon,egregius,similis,,Northern Mole Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(McConkey, 1957)",,,,
Plestiodon,fasciatus,,,Common Five-lined Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Linnaeus, 1758)",,,,
Plestiodon,gilberti,,,Gilbert's Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Van Denburgh, 1896)",,,,
Plestiodon,gilberti,cancellosus,,Variegated Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Rodgers and Fitch, 1947)",,,,
Plestiodon,gilberti,gilberti,,Greater Brown Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Van Denburgh, 1896)",,,,
Plestiodon,gilberti,placerensis,,Northern Brown Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Rodgers, 1944)",,,,
Plestiodon,gilberti,rubricaudatus,,Western Red-tailed Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Taylor, 1935)",,,,
Plestiodon,inexpectatus,,,Southeastern Five-lined Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Taylor, 1932)",,,,
Plestiodon,laticeps,,,Broad-headed Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Schneider, 1801)",,,,
Plestiodon,multivirgatus,,,Many-lined Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Hallowell, 1857)",,,,
Plestiodon,multivirgatus,epipleurotus,,Variable Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Cope, 1880)",,,,
Plestiodon,multivirgatus,multivirgatus,,Northern Many-lined Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Hallowell, 1857)",,,,
Plestiodon,obsoletus,,,Great Plains Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird and Girard, 1852)",,,,
Plestiodon,reynoldsi,,,Florida Sand Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Stejneger, 1910)",,,,
Plestiodon,septentrionalis,,,Prairie Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird, 1859 ""1858"")",,,,
Plestiodon,septentrionalis,obtusirostris,,Southern Prairie Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Bocourt, 1879)",,,,
Plestiodon,septentrionalis,pallidus,,Pallid Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Smith and Slater, 1949)",,,,
Plestiodon,septentrionalis,septentrionalis,,Northern Prairie Skink ,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird, 1859)",,,,
Plestiodon,skiltonianus,,,Western Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird and Girard, 1852)",,,,
Plestiodon,skiltonianus,interparientalis,,Coronado Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Tanner, 1958 ""1957"")",,,,
Plestiodon,skiltonianus,skiltonianus,,Skilton's Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird and Girard, 1852) ",,,,
Plestiodon,skiltonianus,utahenisis,,Great Basin Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Tanner, 1958 ""1858"")",,,,
Plestiodon,tetragrammus,,,Four-lined Skink,Squamata ,Squamata ,Lizards,Toothy Skinks,,"Plestiodon Duméril and Bibron, 1839","(Baird, 1859 ""1858"")",,,,
Rhineura,floridana,,,Florida Wormlizard,Squamata ,Squamata ,Lizards,Wide-snouted Wormlizards,,"Rhineura Cope, 1861","(Baird, 1859 ""1858"")",,,,
Sauromalus,ater,,,Common Chuckwalla,Squamata ,Squamata ,Lizards,Chuckwallas,,"Sauromalus Dumeril, 1856","(Dumeril, 1856)",,,,
Sceloporus,arenicolus,,,Dunes Sagebrush Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Degenhardt and Jones, 1972)",,,,
Sceloporus,bimaculosus,,,Twin-spotted Spiny Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Phelan and Brattstrom, 1955)",,,,
Sceloporus,clarkii,,,Clark's Spiny Lizard ,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Baird and Girard, 1852)",,,,
Sceloporus,clarkii,clarkii,,Sonoran Spiny Lizard ,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Baird and Girard, 1852)",,,,
Sceloporus,clarkii,vallaris,,Plateau Spiny Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Shannon and Urbano, 1954)",,,,
Sceloporus,consobrinus,,,Prairie Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Baird and Girard, 1853)",,,,
Sceloporus,cowlesi,,,Southwestern Fence Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Lowe and Norris, 1956)",,,,
Sceloporus,cyanogenys,,,Blue Spiny Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Cope, 1956)",,,,
Sceloporus,graciosus,,,Common Sagebrush Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Baird and Girard, 1852)",,,,
Sceloporus,graciosus,gracilis,,Western Sagebrush Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Baird and Girard, 1852)",,,,
Sceloporus,graciosus,graciosus,,Northern Sagebrush Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Baird and Girard, 1852)",,,,
Sceloporus,graciosus,vandenburgianus,,Southern Sagebrush Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Cope, 1896)",,,,
Sceloporus,grammicus,,,Graphic Spiny Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Wiegmann, 1828)",,,,
Sceloporus,grammicus,microlepidotus,,Mesquite Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Wiegmann, 1828)",,,,
Sceloporus,jarrovii,,,Yarrow's Spiny Lizard,Squamata ,Squamata ,Lizards,Spiny Lizards,,"Sceloporus Wiegmann, 1828","(Cope, in Yarrow, 1875) ",,,,
