"genus","species","subspecies","deprecated_scientific","common_name","linnean_order","major_type","major_common_type","major_subtype","minor_type","genus_authority","species_authority","authority_year","image","notes",""
"Alligator","mississippiensis","","","American Alligator","Crocodilia","Crocodilia","Crocodilians","Alligators","","Cuvier","Daudin","{""1807"": ""1802 \""1801\""""}","","",""
"Crocodylus","acutus","","","American Crocodile","Crocodilia","Crocodilia","Crocodilians","Crocodiles","","Laurenti","Cuvier","{""1768"": ""1807""}","","",""
"Actinemys","marmorata","","","Western Pond Turtle","Testudines","Testudines","Turtles","Western Pond Turtles","","Agassiz","Baird and Girard","{""1857"": ""1852""}","","",""
"Apalone","ferox","","","Florida Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","Schneider","{""1832"": ""1783""}","","",""
"Apalone","mutica","","","Smooth Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","LeSueur","{""1832"": ""1827""}","","",""
"Apalone","mutica","mutica","","Midland Smooth Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","LeSueur","{""1832"": ""1827""}","","",""
"Apalone","mutica","calvata","","Gulf Coast Smooth Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","Webb","{""1832"": ""1959""}","","",""
"Apalone","spinifera","","","Spiny Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","LeSueur","{""1832"": ""1827""}","","",""
"Apalone","spinifera","spinifera","","Eastern Spiny Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","LeSueur","{""1832"": ""1827""}","","",""
"Apalone","spinifera","aspera","","Gulf Coast Spiny Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","Agassiz","{""1832"": ""1857""}","","",""
"Apalone","spinifera","emoryi","","Texas Spiny Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","Agassiz","{""1832"": ""1857""}","","",""
"Apalone","spinifera","guadalupensis","","Guadalupe Spiny Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","Webb","{""1832"": ""1962""}","","",""
"Apalone","spinifera","pallida","","Pallid Spiny Softshell","Testudines","Testudines","Turtles","North American Softshells","","Rafinesque","Webb","{""1832"": ""1962""}","","",""
"Caretta","caretta","","","Loggerhead Sea Turtle","Testudines","Testudines","Turtles","Loggerhead Sea Turtles","","Rafinesque","Linnaeus","{""1814"": ""1758""}","","",""
"Chelonia","mydas","","","Green Sea Turtle","Testudines","Testudines","Turtles","Green Sea Turtles","","Brongniart","Linnaeus","{""1800"": ""1758""}","","",""
"Chelydra","serpentina","","","Snapping Turtle","Testudines","Testudines","Turtles","Snapping Turtles","","Schweigger","Linnaeus","{""1812"": ""1758""}","","",""
"Chrysemys ","picta","","","Painted Turtle","Testudines","Testudines","Turtles","Painted Turtles","","Gray","Schneider","{""1844"": ""1783""}","","",""
"Chrysemys ","picta","bellii","","Western Painted Turtle","Testudines","Testudines","Turtles","Painted Turtles","","Gray","Gray","{""1844"": ""1831""}","","",""
"Chrysemys ","picta","marginata","","Midland Painted Turtle","Testudines","Testudines","Turtles","Painted Turtles","","Gray","Agassiz","{""1844"": ""1857""}","","",""
"Chrysemys ","picta","picta","","Eastern Painted Turtle","Testudines","Testudines","Turtles","Painted Turtles","","Gray","Schneider","{""1844"": ""1783""}","","",""
"Chrysemys ","dorsalis","","","Southern Painted Turtle","Testudines","Testudines","Turtles","Painted Turtles","","Gray","Agassiz","{""1844"": ""1857""}","","",""
"Clemmys","guttata","","","Spotted Turtle","Testudines","Testudines","Turtles","Spotted Turtles","","Ritgen","Schneider","{""1828"": ""1792""}","","",""
"Deirochelys","reticularia","","","Chicken turtle","Testudines","Testudines","Turtles","Chicken Turtles","","Agassiz","Latreille","{""1857"": ""in Sonnini and Latreille 1801""}","","",""
"Deirochelys","reticularia","chrysea","","Florida Chicken Turtle","Testudines","Testudines","Turtles","Chicken Turtles","","Agassiz","Schwartz","{""1857"": ""1956""}","","",""
"Deirochelys","reticularia","miaria","","Western Chicken Turtle","Testudines","Testudines","Turtles","Chicken Turtles","","Agassiz","Schwartz","{""1857"": ""1956""}","","",""
"Deirochelys","reticularia","reticularia","","Eastern Chicken Turtle","Testudines","Testudines","Turtles","Chicken Turtles","","Agassiz","Latreille","{""1857"": ""in Sonnini and Latreille 1801""}","","",""
"Dermochelys","coriacea","","","Leatherback Sea Turtle","Testudines","Testudines","Turtles","Leatherback Sea Turtles","","Blainville","Vandelli","{""1816"": ""1761""}","","",""
"Emydoidea","blandingii","","","Blanding's Turtle","Testudines","Testudines","Turtles","Blanding's Turtles","","Gray","Holbrook","{""1870"": ""1838""}","","",""
"Eretmochelys","imbricata","","","Hawksbill Sea Turtle","Testudines","Testudines","Turtles","Hawksbill Sea Turtles","","Fitzinger","Linnaeus","{""1843"": ""1766""}","","",""
"Eretmochelys","imbricata","bissa","","Pacific Hawksbill Sea Turtle","Testudines","Testudines","Turtles","Hawksbill Sea Turtles","","Fitzinger","Rüppell","{""1843"": ""1835""}","","",""
"Eretmochelys","imbricata","imbricata","","Atlantic Hawksbill Sea Turtle","Testudines","Testudines","Turtles","Hawksbill Sea Turtles","","Fitzinger","Linnaeus","{""1843"": ""1766""}","","",""
"Glyptemys","insculpta","","","Wood Turtle","Testudines","Testudines","Turtles","Sculpted Turtles","","Agassiz","LeConte","{""1857"": ""1830""}","","",""
"Glyptemys","muhlenbergii","","","Bog Turtle","Testudines","Testudines","Turtles","Sculpted Turtles","","Agassiz","Schoepff","{""1857"": ""1801""}","","",""
"Gopherus","agassizii","","","Mohave Desert Tortoise","Testudines","Testudines","Turtles","Gopher Tortoises","","Rafinesque","Cooper","{""1832"": ""1861""}","","",""
"Gopherus","berlandieri","","","Berlandier's Tortoise","Testudines","Testudines","Turtles","Gopher Tortoises","","Rafinesque","Agassiz","{""1832"": ""1857""}","","",""
"Gopherus","morafkai","","","Sonoran Desert Tortoise","Testudines","Testudines","Turtles","Gopher Tortoises","","Rafinesque","Murphy, Berry, Edwards, Leviton, Lathrop, and Riedle","{""1832"": ""2011""}","","",""
"Gopherus","polyphaemus","","","Gopher Tortoise","Testudines","Testudines","Turtles","Gopher Tortoises","","Rafinesque","Daudin","{""1832"": ""1802""}","","",""
"Graptemys","barbouri","","","Barbour's Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Carr and Marchand","{""1857"": ""1942""}","","",""
"Graptemys","caglei","","","Cagle's Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Haynes and McKown","{""1857"": ""1974""}","","",""
"Graptemys","ernsti","","","Escambia Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Lovich and McCoy","{""1857"": ""1992""}","","",""
"Graptemys","flavimaculata","","","Yellow-blotched Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Cagle","{""1857"": ""1954""}","","",""
"Graptemys","geographica","","","Northern Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","LeSueur","{""1857"": ""1817""}","","",""
"Graptemys","gibbonsi","","","Pascagoula Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Lovich and McCoy","{""1857"": ""1992""}","","",""
"Graptemys","nigrinoda","","","Black-knobbed Turtles","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Cagle","{""1857"": ""1954""}","","",""
"Graptemys","nigrinoda","delticola","","Southern Black-knobbed Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Folkerts and Mount","{""1857"": ""1969""}","","",""
"Graptemys","nigrinoda","nigrinoda","","Northern Black-knobbed Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Cagle","{""1857"": ""1954""}","","",""
"Graptemys","oculifera","","","Ringed Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Bauer","{""1857"": ""1890""}","","",""
"Graptemys","ouachitensis","","","Ouachita Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Cagle","{""1857"": ""1953""}","","",""
"Graptemys","pearlensis","","","Pearl River Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Ennen, Lovich, Kreiser, Selman, and Qualls","{""1857"": ""2010""}","","",""
"Graptemys","pseudogeographica","","","False Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Gray","{""1857"": ""1831""}","","",""
"Graptemys","pseudogeographica","kohnii","","Mississippi Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Baur","{""1857"": ""1890""}","","",""
"Graptemys","pseudogeographica","pseudogeographica","","Northern False Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Gray","{""1857"": ""1831""}","","",""
"Graptemys","pulchra","","","Alabama Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Baur","{""1857"": ""1893""}","","",""
"Graptemys","sabinensis","","","Sabine Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Cagle","{""1857"": ""1953""}","","",""
"Graptemys","versa","","","Texas Map Turtle","Testudines","Testudines","Turtles","Map Turtles","","Agassiz","Stejneger","{""1857"": ""1925""}","","",""
"Kinosternon","arizonense","","","Arizona Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Gilmore","{""1824"": ""1922""}","","",""
"Kinosternon","baurii","","","Striped Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Garman","{""1824"": ""1891""}","","",""
"Kinosternon","flavescens","","","Yellow Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Agassiz","{""1824"": ""1857""}","","",""
"Kinosternon","hirtipes","","","Rough-footed Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Wagler","{""1824"": ""1830""}","","",""
"Kinosternon","hirtipes","murrayi","","Mexican Plateau Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Glass and Hartweg","{""1824"": ""1951""}","","",""
"Kinosternon","sonoriense","","","Sonora Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","LeConte","{""1824"": ""1854""}","","",""
"Kinosternon","sonoriense","longifemorale","","Sonoyta Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Iverson","{""1824"": ""1981""}","","",""
"Kinosternon","sonoriense","sonoriense","","Desert Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","LeConte","{""1824"": ""1854""}","","",""
"Kinosternon","subrubrum","","","Eastern Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Lacépède","{""1824"": ""1788""}","","",""
"Kinosternon","subrubrum","hippocrepis","","Mississippi Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Gray","{""1824"": ""1855""}","","",""
"Kinosternon","subrubrum","subrubrum","","Southeastern Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Lacépède","{""1824"": ""1788""}","","",""
"Kinosternon","steindachneri","","","Florida Mud Turtle","Testudines","Testudines","Turtles","American Mud Turtles","","Spix","Siebenrock","{""1824"": ""1906""}","","",""
"Lepidochelys","kempii","","","Kemp's Ridley Sea Turtle","Testudines","Testudines","Turtles","Ridley Sea Turtles","","Fitzinger","Garman","{""1843"": ""1880""}","","",""
"Lepidochelys","olivacea","","","Olive Ridley Sea Turtle","Testudines","Testudines","Turtles","Ridley Sea Turtles","","Fitzinger","Eschscholtz","{""1843"": ""1829""}","","",""
"Macrochelys","appalachicolae","","","Suwannee Alligator Snapping Turtle","Testudines","Testudines","Turtles","Alligator Snapping Turtles","","Gray","Thomas, Granatosky, Bourque, Krysko, Moler, Gamble, Suarez, Leone, Enge, and Roman","{""1855"": ""2014""}","","",""
"Macrochelys","suwanniensis","","","","Testudines","Testudines","Turtles","Alligator Snapping Turtles","","Gray","","{""1855"": """"}","","",""
"Macrochelys","temminckii","","","","Testudines","Testudines","Turtles","Alligator Snapping Turtles","","Gray","","{""1855"": """"}","","",""
"Malaclemys","terrapin","","","Diamond-backed Terrapin","Testudines","Testudines","Turtles","Diamond-Backed Terrapins ","","Gray","Schoepf","{""1844"": ""1973""}","","",""
"Malaclemys","terrapin","centrata","","Carolina Diamond-backed Terrapin","Testudines","Testudines","Turtles","Diamond-Backed Terrapins ","","Gray","Latreille","{""1844"": ""in Sonnini and Latreille 1801""}","","",""
"Malaclemys","terrapin","littoralis","","Texas Diamond-backed Terrapin","Testudines","Testudines","Turtles","Diamond-Backed Terrapins ","","Gray","Hay","{""1844"": ""1904""}","","",""
"Malaclemys","terrapin","macrospilota","","Ornate Diamond-backed Terrapin","Testudines","Testudines","Turtles","Diamond-Backed Terrapins ","","Gray","Hay","{""1844"": ""1904""}","","",""
"Malaclemys","terrapin","pileata","","Mississippi Diamond-backed Terrapin","Testudines","Testudines","Turtles","Diamond-Backed Terrapins ","","Gray","Wied-Neuwied","{""1844"": ""1865""}","","",""
"Malaclemys","terrapin","rhizophorarum","","Mangrove Diamond-backed Terrapin","Testudines","Testudines","Turtles","Diamond-Backed Terrapins ","","Gray","Fowler","{""1844"": ""1906""}","","",""
"Malaclemys","terrapin","tequesta","","Eastern Florida Diamond-backed Terrapin","Testudines","Testudines","Turtles","Diamond-Backed Terrapins ","","Gray","Schwartz","{""1844"": ""1955""}","","",""
"Malaclemys","terrapin","terrapin","","Northern Diamond-backed Terrapin","Testudines","Testudines","Turtles","Diamond-Backed Terrapins ","","Gray","Schoepff","{""1844"": ""1973""}","","",""
"Pseudemys","alabamensis","","","Alabama Red-bellied Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","Baur","{""1856"": ""1893""}","","",""
"Pseudemys","concinna","","","River Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","LeConte","{""1856"": ""1830""}","","",""
"Pseudemys","concinna","concinna","","Eastern River Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","LeConte","{""1856"": ""1830""}","","",""
"Pseudemys","concinna","floridana","","Coastal Plain Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","LeConte","{""1856"": ""1830""}","","",""
"Pseudemys","gorzugi","","","Rio Grande Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","Ward","{""1856"": ""1894""}","","",""
"Pseudemys","nelsoni","","","Florida Red-bellied Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","Carr","{""1856"": ""1938""}","","",""
"Pseudemys","peninsularis","","","Peninsular Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","Carr","{""1856"": ""1938""}","","",""
"Pseudemys","rubriventris","","","Northern Red-bellied Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","LeConte","{""1856"": ""1830""}","","",""
"Pseudemys","suwanniensis","","","Suwannee Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","Carr","{""1856"": ""1937""}","","",""
"Pseudemys","texana","","","Texas Cooter","Testudines","Testudines","Turtles","Cooters","","Gray","Baur","{""1856"": ""1893""}","","",""
"Sternotherus","carinatus","","","Razor-backed Musk Turtle","Testudines","Testudines","Turtles","Musk Turtles","","Gray","Gray","{""1825"": ""1855""}","","",""
"Sternotherus","depressus","","","Flattened Musk Turtle","Testudines","Testudines","Turtles","Musk Turtles","","Gray","Tinkle and Webb","{""1825"": ""1955""}","","",""
"Sternotherus","minor","","","Loggerhead Musk Turtle","Testudines","Testudines","Turtles","Musk Turtles","","Gray","Agassiz","{""1825"": ""1857""}","","",""
"Sternotherus","minor","minor","","Eastern Loggerhead Musk Turtle","Testudines","Testudines","Turtles","Musk Turtles","","Gray","Agassiz","{""1825"": ""1857""}","","",""
"Sternotherus","minor","peltifer","","Stripe-necked Musk Turtle","Testudines","Testudines","Turtles","Musk Turtles","","Gray","Smith and Glass","{""1825"": ""1947""}","","",""
"Sternotherus","odoratus","","","Eastern Musk Turtle","Testudines","Testudines","Turtles","Musk Turtles","","Gray","Latreille","{""1825"": ""in Sonnini and Latreille 1801""}","","",""
"Terrapene","baurii","","","Florida Box Turtle","Testudines","Testudines","Turtles","American Box Turtles","","Merrem","Taylor","{""1820"": ""1894""}","","",""
"Terrapene","carolina","","","Eastern Box Turtle","Testudines","Testudines","Turtles","American Box Turtles","","Merrem","Linnaeus","{""1820"": ""1758""}","","",""
"Terrapene","carolina","carolina","","Woodland Box Turtle","Testudines","Testudines","Turtles","American Box Turtles","","Merrem","Linnaeus","{""1820"": ""1758""}","","",""
"Terrapene","carolina","triunguis","","Three-toed Box Turtle","Testudines","Testudines","Turtles","American Box Turtles","","Merrem","Agassiz","{""1820"": ""1857""}","","",""
"Terrapene","ornata","","","Ornate Box Turtle","Testudines","Testudines","Turtles","American Box Turtles","","Merrem","Agassiz","{""1820"": ""1857""}","","",""
"Terrapene","ornata","luteola","","Desert Box Turtle","Testudines","Testudines","Turtles","American Box Turtles","","Merrem","Smith and Ramsey","{""1820"": ""1952""}","","",""
"Terrapene","ornata","ornata","","Plains Box Turtle","Testudines","Testudines","Turtles","American Box Turtles","","Merrem","Agassiz","{""1820"": ""1857""}","","",""
"Trachemys","gaigeae","","","Mexican Plateau Slider","Testudines","Testudines","Turtles","Sliders","","Agassiz","Hartweg","{""1857"": ""1939""}","","",""
"Trachemys","gaigeae","gaigeae","","Big Bend Slider","Testudines","Testudines","Turtles","Sliders","","Agassiz","Hartweg","{""1857"": ""1939""}","","",""
"Trachemys","scripta","","","Pond Slider","Testudines","Testudines","Turtles","Sliders","","Agassiz","Schoepff","{""1857"": ""1792""}","","",""
"Trachemys","scripta","elegans","","Red-eared Slider","Testudines","Testudines","Turtles","Sliders","","Agassiz","Wied-Neuwied","{""1857"": ""1838""}","","",""
"Trachemys","scripta","scripta","","Yellow-bellied Slider","Testudines","Testudines","Turtles","Sliders","","Agassiz","Schoepff","{""1857"": ""1792""}","","",""
"Trachemys","scripta","troostii","","Cumberland Slider","Testudines","Testudines","Turtles","Sliders","","Agassiz","Holbrook","{""1857"": ""1836""}","","",""
"Agkistrodon","contortrix","","","Copperhead","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Linnaeus","{""1799"": ""1766""}","","",""
"Agkistrodon","contortrix","contortrix","","Southern Copperhead","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Linnaeus","{""1799"": ""1766""}","","",""
"Agkistrodon","contortrix","laticinctus","","Broad-banded Copperhead","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Gloyd and Conant","{""1799"": ""1934""}","","",""
"Agkistrodon","contortrix","mokasen","","Northern Copperhead","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Palisot de Beauvois","{""1799"": ""1799""}","","",""
"Agkistrodon","contortrix","phaeogaster","","Osage Copperhead","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Gloyd","{""1799"": ""1969""}","","",""
"Agkistrodon","contortrix","pictigaster","","Trans-Pecos Copperhead","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Gloyd and Conant","{""1799"": ""1934""}","","",""
"Agkistrodon","piscivorus","","","Cottonmouth","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Lacépède","{""1799"": ""1789""}","","",""
"Agkistrodon","piscivorus","conanti","","Florida Cottonmouth","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Gloyd","{""1799"": ""1969""}","","",""
"Agkistrodon","piscivorus","leucostoma","","Western Cottonmouth","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Troost","{""1799"": ""1836""}","","",""
"Agkistrodon","piscivorus","piscivorus","","Eastern Cottonmouth","Squamata","Squamata","Snakes","American Moccasins","","Palisot de Beauvois","Lacépède","{""1799"": ""1789""}","","",""
"Arizona","elegans","","","Glossy Snake","Squamata","Squamata","Snakes","Glossy Snakes","","Kennicott, in Baird","Kennicott, in Baird","{""1859"": ""1859""}","","",""
"Arizona","elegans","arenicola","","Texas Glossy Snake","Squamata","Squamata","Snakes","Glossy Snakes","","Kennicott, in Baird","Dixon","{""1859"": ""1960""}","","",""
"Arizona","elegans","candida","","Mohave Glossy Snake","Squamata","Squamata","Snakes","Glossy Snakes","","Kennicott, in Baird","Klauber","{""1859"": ""1946""}","","",""
"Arizona","elegans","eburnata","","Desert Glossy Snake","Squamata","Squamata","Snakes","Glossy Snakes","","Kennicott, in Baird","Klauber","{""1859"": ""1946""}","","",""
"Arizona","elegans","elegans","","Kansas Glossy Snake","Squamata","Squamata","Snakes","Glossy Snakes","","Kennicott, in Baird","Kennicott, in Baird","{""1859"": ""1859""}","","",""
"Arizona","elegans","noctivaga","","Arizona Glossy Snake","Squamata","Squamata","Snakes","Glossy Snakes","","Kennicott, in Baird","Klauber","{""1859"": ""1946""}","","",""
"Arizona","elegans","occidentalis","","California Glossy Snake","Squamata","Squamata","Snakes","Glossy Snakes","","Kennicott, in Baird","Blanchard","{""1859"": ""1924""}","","",""
"Arizona","elegans","philipi","","Painted Desert Glossy Snake","Squamata","Squamata","Snakes","Glossy Snakes","","Kennicott, in Baird","Klauber","{""1859"": ""1946""}","","",""
"Bogertophis","rosaliae","","","Baja California Ratsnake","Squamata","Squamata","Snakes","Desert Ratsnakes","","Dowling and Price","Mocquard","{""1988"": ""1899""}","","",""
"Bogertophis","subocularis","","","Trans-Pecos Ratsnake","Squamata","Squamata","Snakes","Desert Ratsnakes","","Dowling and Price","Brown","{""1988"": ""1901""}","","",""
"Bogertophis","subocularis","subocularis","","Northern Trans-Pecos Ratsnake","Squamata","Squamata","Snakes","Desert Ratsnakes","","Dowling and Price","Brown","{""1988"": ""1901""}","","",""
"Carphophis","amoenus","","","Common Wormsnake","Squamata","Squamata","Snakes","North American Wormsnakes","","Gervais","Say","{""1843"": ""1825""}","","",""
"Carphophis","amoenus","amoenus","","Eastern Wormsnake","Squamata","Squamata","Snakes","North American Wormsnakes","","Gervais","Say","{""1843"": ""1825""}","","",""
"Carphophis","amoenus","helenae","","Midwestern Wormsnake","Squamata","Squamata","Snakes","North American Wormsnakes","","Gervais","Kennicott","{""1843"": ""1859""}","","",""
"Carphophis","vermis","","","Western Wormsnake","Squamata","Squamata","Snakes","North American Wormsnakes","","Gervais","Kennicott","{""1843"": ""1859""}","","",""
"Cemophora","coccinea","","","Scarletsnake","Squamata","Squamata","Snakes","Scarletsnake","","Cope","Blumenbach","{""1860"": ""1788""}","","",""
"Cemophora","coccinea","coccinea","","Florida Scarletsnake","Squamata","Squamata","Snakes","Scarletsnake","","Cope","Blumenbach","{""1860"": ""1788""}","","",""
"Cemophora","coccinea","copei","","Northern Scarletsnake","Squamata","Squamata","Snakes","Scarletsnake","","Cope","Jan","{""1860"": ""1863""}","","",""
"Cemophora","coccinea","lineri","","Texas Scarletsnake","Squamata","Squamata","Snakes","Scarletsnake","","Cope","Williams, Brown, and Wilson","{""1860"": ""1966""}","","",""
"Charina","bottae","","","Northern Rubber Boa","Squamata","Squamata","Snakes","Rubber Boas","","(Gray","Blainville","{""1849)"": ""1835""}","","",""
"Charina","umbratica","","","Southern Rubber Boa","Squamata","Squamata","Snakes","Rubber Boas","","(Gray","Klauber","{""1849)"": ""1943""}","","",""
"Chilomeniscus","stramineus","","","Variable Sandsnake","Squamata","Squamata","Snakes","Sandsnakes","","Cope","Cope","{""1860"": ""1860""}","","",""
"Chionactis","occipitalis","","","Western Shovel-nosed Snake","Squamata","Squamata","Snakes","Shovel-nosed Snakes","","Cope","Hallowell","{""1860"": ""1854""}","","",""
"Chionactis","occipitalis","annulata","","Colorado Desert Shovel-nosed Snake","Squamata","Squamata","Snakes","Shovel-nosed Snakes","","Cope","Baird","{""1860"": ""1859 \""1858\""""}","","",""
"Chionactis","occipitalis","klauberi","","Tucson Shovel-nosed Snake","Squamata","Squamata","Snakes","Shovel-nosed Snakes","","Cope","Stickel","{""1860"": ""1941""}","","",""
"Chionactis","occipitalis","occipitalis","","Mohave Shovel-nosed Snake","Squamata","Squamata","Snakes","Shovel-nosed Snakes","","Cope","Hallowell","{""1860"": ""1854""}","","",""
"Chionactis","occipitalis","talpina","","Nevada Shovel-nosed Snake","Squamata","Squamata","Snakes","Shovel-nosed Snakes","","Cope","Klauber","{""1860"": ""1951""}","","",""
"Chionactis","palarostris","","","Sonoran Shovel-nosed Snake","Squamata","Squamata","Snakes","Shovel-nosed Snakes","","Cope","Klauber","{""1860"": ""1937""}","","",""
"Chionactis","palarostris","organica","","Organ Pipe Shovel-nosed Snake","Squamata","Squamata","Snakes","Shovel-nosed Snakes","","Cope","Klauber","{""1860"": ""1951""}","","",""
"Clonophis","kirtlandii","","","Kirtland's Snake","Squamata","Squamata","Snakes","Kirtland's Snakes","","Cope","Kennicott","{""1889"": ""1856""}","","",""
"Coluber","bilineatus","","","Sonoran Whipsnake","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Jan","{""1758"": ""1863""}","","",""
"Coluber","constrictor","","","North American Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Linnaeus","{""1758"": ""1758""}","","",""
"Coluber","constrictor","anthicus","","Buttermilk Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Cope","{""1758"": ""1862""}","","",""
"Coluber","constrictor","constrictor","","Northern Black Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Linnaeus","{""1758"": ""1758""}","","",""
"Coluber","constrictor","etheridgei","","Tan Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Wilson","{""1758"": ""1970""}","","",""
"Coluber","constrictor","flaviventris","","Eastern Yellow-bellied Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Say","{""1758"": ""1823""}","","",""
"Coluber","constrictor","foxii","","Blue Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Baird and Girard","{""1758"": ""1853""}","","",""
"Coluber","constrictor","helvigularis","","Brown-chinned Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Auffenberg","{""1758"": ""1955""}","","",""
"Coluber","constrictor","latrunculus","","Black-masked Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Wilson","{""1758"": ""1970""}","","",""
"Coluber","constrictor","mormon","","Western Yellow-bellied Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Baird and Girard","{""1758"": ""1852""}","","",""
"Coluber","constrictor","oaxaca","","Mexican Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Jan","{""1758"": ""1863""}","","",""
"Coluber","constrictor","paludicola","","Everglades Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Auffenberg and Babbitt","{""1758"": ""1953""}","","",""
"Coluber","constrictor","priapus","","Southern Black Racer","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Dunn and Wood","{""1758"": ""1939""}","","",""
"Coluber","flagellum","","","Coachwhip","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Shaw","{""1758"": ""1802""}","","",""
"Coluber","flagellum","cingulum","","Sonoran Coachwhip","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Lowe and Woodin","{""1758"": ""1954""}","","",""
"Coluber","flagellum","flagellum","","Eastern Coachwhip","Squamata","Squamata","Snakes","North American Racers, Coachwhips and Whipsnakes","","Linnaeus","Shaw","{""1758"": ""1802""}","","",""
