"genus","species","subspecies","deprecated_scientific","common_name","linnean_order","major_type","major_common_type","major_subtype","minor_type","genus_authority","species_authority","authority_year","image","notes",""
"Notophthalmus","viridescens","dorsalis","","Broken-striped Newt","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Harlan","{""1820"": ""1828""}","","",""
"Notophthalmus","viridescens","louisianensis","","Cantral Newt","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Woltertorff","{""1820"": ""1914""}","","",""
"Notophthalmus","viridescens","piaropicola","","Peninsula Newt","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Schwartz and Duellman","{""1820"": ""1952""}","","",""
"Notophthalmus","viridescens","viridescens","","Red-spotted Newt","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Rafinesque","{""1820"": ""1820""}","","",""
"Plethodon","ainsworthi","","","Bay Springs Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Lazell","{""1838"": ""1998""}","","",""
"Plethodon","albagula","","","Western Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Grobman","{""1838"": ""1944""}","","",""
"Plethodon","amplus","","","Blue Ridge Gray-checked Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton and Peabody","{""1838"": ""2000""}","","",""
"Plethodon","angusticlavius","","","Ozark Zigzag Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Grobman","{""1838"": ""1944""}","","",""
"Plethodon","asupak","","","Scott Bar Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Mead, Clayton, Nauman, Olson and Pfrender","{""1838"": ""2005""}","","",""
"Plethodon","aureolus","","","Tellico Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1984""}","","",""
"Plethodon","caddoensis","","","Caddo Mountain Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Pope and pope","{""1838"": ""1951""}","","",""
"Plethodon","chattahoochee","","","Chattahoochee Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1989""}","","",""
"Plethodon","cheoah","","","Cheoah Bald Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton and Peabody","{""1838"": ""2000""}","","",""
"Plethodon","chlorobryonis","","","Atlantic Coast Slimmy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Mittleman","{""1838"": ""1951""}","","",""
"Plethodon","cinereus","","","Eastern Red-backed Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Green","{""1838"": ""1818""}","","",""
"Plethodon","cylindraceus","","","White-Spotted Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Harlan","{""1838"": ""1825""}","","",""
"Plethodon","dorsalis","","","Northern Zigzag Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Cope","{""1838"": ""1889""}","","",""
"Plethodon","dunni","","","Dunn's Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Allen and Neil","{""1838"": ""1949""}","","",""
"Plethodon","electromorphus","","","Northern Ravine Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1999""}","","",""
"Plethodon","elongatus","","","Del Norte Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Van Denburgh","{""1838"": ""1916""}","","",""
"Plethodon","fourchensis","","","Fourche Mountain Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Duncan and Highton","{""1838"": ""1979""}","","",""
"Plethodon","glutinosus","","","Northern Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Green","{""1838"": ""1818""}","","",""
"Plethodon","grobmani","","","Southeastern Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Allen and Neil","{""1838"": ""1949""}","","",""
"Plethodon","hoffmani","","","Valley and Ridge Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1972""}","","",""
"Plethodon","hubrichti","","","Peaks of Otter Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Thurow","{""1838"": ""1957""}","","",""
"Plethodon","idahoensis","","","Coeur d'Alene Salamnder","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Slater and Slipp","{""1838"": ""1940""}","","",""
"Plethodon","jordani","","","Red-checked Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Blatchey","{""1838"": ""1901""}","","",""
"Plethodon","kentucki","","","Cumberland Plateau Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Mittleman","{""1838"": ""1951""}","","",""
"Plethodon","kiamichi","","","Kiamichi Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1989""}","","",""
"Plethodon","kisatchie","","","Louisiana Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1989""}","","",""
"Plethodon","larselli","","","Larch Mountain Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Burns","{""1838"": ""1954""}","","",""
"Plethodon","meridianus","","","South Mountain Gray-cheeked Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton and Peabody","{""1838"": ""2000""}","","",""
"Plethodon","metcalfi","","","Southern Gray-cheeked Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Brimley","{""1838"": ""1912""}","","",""
"Plethodon","mississippi","","","Mississippi Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1989""}","","",""
"Plethodon","montanus","","","Northern Gray-cheeked Salaamnder","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton and Peabody","{""1838"": ""2000""}","","",""
"Plethodon","neomexicanus","","","Jemez Mountain Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Stebbins and Riemer","{""1838"": ""1950""}","","",""
"Plethodon","nettingi","","","Cheat Mountain Salamander ","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Green","{""1838"": ""1938""}","","",""
"Plethodon","ocmulgee","","","Ocmulgee Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1989""}","","",""
"Plethodon","ouachitae","","","Rich Mountain Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Dunn and Heinze","{""1838"": ""1933""}","","",""
"Plethodon","petraeus","","","Pigeon Mountain Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Wynn, Highton and Jacobs","{""1838"": ""1988""}","","",""
"Plethodon","punctatus","","","Cow Knob Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1989""}","","",""
"Plethodon","richmondi","","","Southern Ravine Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Netting and Mittleman","{""1838"": ""1938""}","","",""
"Plethodon","savannah","","","Savannah Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1989""}","","",""
"Plethodon","sequoyah","","","Sequoyah Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1989""}","","",""
"Plethodon","serratus","","","Southern Red-backed Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Grobman","{""1838"": ""1944""}","","",""
"Plethodon","shenandoah","","","Shenandoah Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton and Worthington","{""1838"": ""1967""}","","",""
"Plethodon","sherando","","","Big Levels Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""2004""}","","",""
"Plethodon","shermani","","","Red-legged Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Stejneger","{""1838"": ""1906""}","","",""
"Plethodon","stormi","","","Siskiyou Mountain Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton and Brame","{""1838"": ""1965""}","","",""
"Plethodon","teyahalee","","","Southern Appalachian Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Hairston","{""1838"": ""1950""}","","",""
"Plethodon","vandykei","","","Van Dyke's Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Van Denburgh","{""1838"": ""1906""}","","",""
"Plethodon","variolatus","","","South Carolina Slimy Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Gilliams","{""1838"": ""1818""}","","",""
"Plethodon","vahiculum","","","Western Red-backed Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Cooper","{""1838"": ""1860""}","","",""
"Plethodon","ventralis","","","Southern Zigzag Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1997""}","","",""
"Plethodon","virginia","","","Shenandoah Mountain Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1999""}","","",""
"Plethodon","websteri","","","Webster's Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Highton","{""1838"": ""1979""}","","",""
"Plethodon","wehrlei","","","Wehrle's Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Fowler and Dunn","{""1838"": ""1917""}","","",""
"Plethodon","welleri","","","Weller's Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Walker","{""1838"": ""1931""}","","",""
"Plethodon","yonahlossee","","","Yonahlossee Salamander","Caudata","Caudata","Salamanders","Woodland Salamanders","","Tschudi","Dunn","{""1838"": ""1917""}","","",""
"Pseudobranchus","axanthus","","","Southern Dwarf  Siren","Caudata","Caudata","Salamanders","Dwarf Sirens","","Gray","Netting and Goin","{""1825"": ""1942""}","","",""
"Pseudobranchus","axanthus","axanthus","","Narrow-striped Dwarf Siren","Caudata","Caudata","Salamanders","Dwarf Sirens","","Gray","Netting and Goind","{""1825"": ""1942""}","","",""
"Pseudobranchus","axanthus","belli","","Everglades Dwarf Siren","Caudata","Caudata","Salamanders","Dwarf Sirens","","Gray","Schwarts","{""1825"": ""1952""}","","",""
"Pseudobranchus","striatus","","","Nothern Dwarf Siren","Caudata","Caudata","Salamanders","Dwarf Sirens","","Gray","LeConte","{""1825"": ""1824""}","","",""
"Pseudobranchus","striatus","lustricolus","","Gulf Hammock Dwarf Siren","Caudata","Caudata","Salamanders","Dwarf Sirens","","Gray","Neill","{""1825"": ""1951""}","","",""
"Pseudobranchus","striatus","spheniscus","","Slender Dwarf Siren","Caudata","Caudata","Salamanders","Dwarf Sirens","","Gray","Goin and Crenshaw","{""1825"": ""1949""}","","",""
"Pseudobranchus","striatus","striatus","","Broad-striped Dwarf Siren","Caudata","Caudata","Salamanders","Dwarf Sirens","","Gray","LeConte","{""1825"": ""1824""}","","",""
"Pseudotriton","montanus","","","Mud Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Baird","{""1838"": ""1850""}","","",""
"Pseudotriton","montanus","diastictus","","Midland Mud Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Bishop","{""1839"": ""1941""}","","",""
"Pseudotriton","montanus","flavissimus","","Gulf Coast Mud Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Hallowell","{""1840"": ""1856""}","","",""
"Pseudotriton","montanus","floridanus","","Rusty Mud Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Netting and Goin","{""1841"": ""1942""}","","",""
"Pseudotriton","montanus","montanus","","Eastern Mud Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Baird","{""1842"": ""1850""}","","",""
"Pseudotriton","ruber","","","Red Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Sonnini de Mancourt and Latreille","{""1843"": ""1801""}","","",""
"Pseudotriton","ruber","nitidus","","Blue Ridge Red Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Dunn","{""1844"": ""1920""}","","",""
"Pseudotriton","ruber","ruber","","Northern Red Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Latreille","{""1845"": ""1801""}","","",""
"Pseudotriton","ruber","schencki","","Black-chinned Red Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Brimley","{""1846"": ""1912""}","","",""
"Pseudotriton","ruber","vioscai","","Southern Red Salamander","Caudata","Caudata","Salamanders","Red and Mud Salamanders","","Tschudi","Bishop","{""1847"": ""1928""}","","",""
"Rhyacotriton","cascadae","","","Cascade Torrent Salamander","Caudata","Caudata","Salamanders","Torrent Salamanders","","Dunn","Good and Wake","{""1920"": ""1992""}","","",""
"Rhyacotriton","kezeri","","","Columbia Torrent Salamander","Caudata","Caudata","Salamanders","Torrent Salamanders","","Dunn","Good and Wake","{""1920"": ""1992""}","","",""
"Rhyacotriton","olympicus","","","Olympic Torrent Salamander","Caudata","Caudata","Salamanders","Torrent Salamanders","","Dunn","Gaige","{""1920"": ""1917""}","","",""
"Rhyacotriton","variegatus","","","Southern Torrent Slamander","Caudata","Caudata","Salamanders","Torrent Salamanders","","Dunn","Stebbins and Lowe","{""1920"": ""1951""}","","",""
"Siren","intermedia","","","Lesser Siren","Caudata","Caudata","Salamanders","Sirens","","Osterdam","Barnes","{""1766"": ""1826""}","","",""
"Siren","intermedia","intermedia","","Eastern Lesser Siren","Caudata","Caudata","Salamanders","Sirens","","Osterdam","Barnes","{""1766"": ""1826""}","","",""
"Siren","intermedia","nettingi","","Western Lesser Siren","Caudata","Caudata","Salamanders","Sirens","","Osterdam","Goin","{""1766"": ""1942""}","","",""
"Stereochilus","marginatus","","","Many-lined Salamander","Caudata","Caudata","Salamanders","Many-lined Salamanders","","Cope","Hallowell","{""1869"": ""1856""}","","",""
"Taricha","granulosa","","","Rough Skinned Newt","Caudata","Caudata","Salamanders","Pacific Newts","","Gray","Skilton","{""1850"": ""1849""}","","",""
"Taricha","rivularis","","","Red-bellied Newt","Caudata","Caudata","Salamanders","Pacific Newts","","Gray","Twitty","{""1850"": ""1935""}","","",""
"Taricha","sierrae","","","Sierra Newt","Caudata","Caudata","Salamanders","Pacific Newts","","Gray","Twitty","{""1850"": ""1942""}","","",""
"Taricha","torosa","","","California Newt","Caudata","Caudata","Salamanders","Pacific Newts","","Gray","Rathke, in Eschscholtz","{""1850"": ""1833""}","","",""
"Acris","blanchardi","","","Blanchard's Cricket Frogs","Anura","Anura","Frogs","Cricket Frogs","","Duméril and Bibron","Harper","{""1841"": ""1947""}","","",""
"Acris","crepitans","","","Eastern Cricket Frog","Anura","Anura","Frogs","Cricket Frogs","","Duméril and Bibron","Baird","{""1841"": ""1854""}","","",""
"Acris","gryllus","","","Southern Cricket Frogs ","Anura","Anura","Frogs","Cricket Frogs","","Duméril and Bibron","LeConte","{""1841"": ""1825""}","","",""
"Acris","gryllus","dorsalis","","Florida Cricket Frog","Anura","Anura","Frogs","Cricket Frogs","","Duméril and Bibron","Harlan","{""1841"": ""1827""}","","",""
"Acris","gryllus","gryllus","","Coastal Plain Cricket Frog","Anura","Anura","Frogs","Cricket Frogs","","Duméril and Bibron","LeConte","{""1841"": ""1825""}","","",""
"Anaxyrus","americanus","","","American Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Hoolbrook","{""1845"": ""1836""}","","",""
"Anaxyrus","americanus","americanus","","Eastern American Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Hoolbrook","{""1845"": ""1836""}","","",""
"Anaxyrus","americanus","charlesmithi","","Dwarf American Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Bragg","{""1845"": ""1954""}","","",""
"Anaxyrus","baxteri","","","Wyoming Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Porter","{""1845"": ""1968""}","","",""
"Anaxyrus","boreas","","","Western Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Baird and Girard","{""1845"": ""1852""}","","",""
"Anaxyrus","californicus","","","Arroyo Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Camp","{""1845"": ""1915""}","","",""
"Anaxyrus","canorus","","","Yosemite Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Camp","{""1845"": ""1916""}","","",""
"Anaxyrus","cognatus","","","Great Plains Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Say","{""1845"": ""1822""}","","",""
"Anaxyrus","debilis","","","Chihuahuan Green Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Girard","{""1845"": ""1854""}","","",""
"Anaxyrus","debilis","debilis","","Eastern Chihuahuan Green Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Girard","{""1845"": ""1854""}","","",""
"Anaxyrus","debilis","insidior","","Western Chihuahuan Green Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Girard","{""1845"": ""1854""}","","",""
"Anaxyrus","exsul","","","Black Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Myers","{""1845"": ""1942""}","","",""
"Anaxyrus","fowleri","","","Fowler's Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Hinckley","{""1845"": ""1882""}","","",""
"Anaxyrus","hemiophrys","","","Canadian Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Cope","{""1845"": ""1886""}","","",""
"Anaxyrus","houstonensis","","","Houston toad ","Anura","Anura","Frogs","North American Toads","","Tschudi","Sanders","{""1845"": ""1953""}","","",""
"Anaxyrus","microscaphus","","","Arizona Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Cope","{""1845"": ""1867""}","","",""
"Anaxyrus","nelsoni","","","Amargosa Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Stejneger","{""1845"": ""1893""}","","",""
"Anaxyrus","punctatus","","","Red-spotted Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Baird and Girard","{""1845"": ""1852""}","","",""
"Anaxyrus","quercicus","","","Oak Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Holbrook","{""1845"": ""1840""}","","",""
"Anaxyrus","retiformis","","","Sonoran Green Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Sanders and Smith","{""1845"": ""1951""}","","",""
"Anaxyrus","speciosus","","","Texas Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Girard","{""1845"": ""1854""}","","",""
"Anaxyrus","terrestris","","","Southern Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Bonnaterre","{""1845"": ""1789""}","","",""
"Anaxyrus","woodhousii","","","Woodhouse's Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Girard","{""1845"": ""1854""}","","",""
"Anaxyrus","woodhousii","australis","","Southwestern Woodhouse's Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Shannon and Lowe","{""1845"": ""1955""}","","",""
"Anaxyrus","woodhousii","woodhousii","","Rocky Mountain Toad","Anura","Anura","Frogs","North American Toads","","Tschudi","Girard","{""1845"": ""1854""}","","",""
"Ascaphus","montanus","","","Rocky Mountain Tailed Frog","Anura","Anura","Frogs","Tailed Frogs","","Stejneger","Mittleman and Myers","{""1899"": ""1949""}","","",""
"Ascaphus","truei","","","Coastal Tailed Frog","Anura","Anura","Frogs","Tailed Frogs","","Stejneger","Stejneger","{""1899"": ""1899""}","","",""
"Craugastor","augusti","","","Barking Frogs","Anura","Anura","Frogs","Northern Rainfrogs","","Cope","Duges","{""1862"": ""1879""}","","",""
"Craugastor","augusti","cactorum","","Western Barking Frogs","Anura","Anura","Frogs","Northern Rainfrogs","","Cope","Taylor","{""1862"": ""1939 \""1938\""""}","","",""
"Craugastor","augusti","latrans","","Balcones Barking Frog","Anura","Anura","Frogs","Northern Rainfrogs","","Cope","Cope","{""1862"": ""1880""}","","",""
"Eleutherodactylus","cystignathoides","","","Rio Grande Chirping Frog","Anura","Anura","Frogs","Rainfrogs","","Duméril and Bibron","Cope","{""1841"": ""1877""}","","",""
"Eleutherodactylus","cystignathoides","campi","","Rio Grande Chirping Frog","Anura","Anura","Frogs","Rainfrogs","","Duméril and Bibron","Stejneger","{""1841"": ""1915""}","","",""
"Eleutherodactylus","guttilatus","","","Spotted Chirping Frog","Anura","Anura","Frogs","Rainfrogs","","Duméril and Bibron","Cope","{""1841"": ""1879""}","","",""
"Eleutherodactylus","marnockii","","","Cliff Chirpng Frog","Anura","Anura","Frogs","Rainfrogs","","Duméril and Bibron","Cope","{""1841"": ""1878""}","","",""
"Gastrophryne","carolinensis","","","Eastern Narrow-mouthed Toad","Anura","Anura","Frogs","North American Narrow-mouthed Toads","","Fitzinger","Holbrook","{""1843"": ""1835""}","","",""
"Gastrophryne","olivacea","","","Western Narrow-mouthed Toad","Anura","Anura","Frogs","North American Narrow-mouthed Toads","","Fitzinger","Hallowell","{""1843"": ""1856""}","","",""
"Hyla","andersonii","","","Pine Barrens Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Baird","{""1768"": ""1854""}","","",""
"Hyla","arenicolor","","","Canyon Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Cope","{""1768"": ""1866""}","","",""
"Hyla","avivoca","","","Bird-voiced Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Viosca","{""1768"": ""1928""}","","",""
"Hyla","avivoca","","","Western Bird-voiced Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Viosca","{""1768"": ""1928""}","","",""
"Hyla","avivoca","","","Eastern Bird-voiced Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Neil","{""1768"": ""1948""}","","",""
"Hyla","chrysoscelis","","","Cope's Gray Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Cope","{""1768"": ""1880""}","","",""
"Hyla","cinerea","","","Green Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Schneider","{""1768"": ""1799""}","","",""
"Hyla","femoralis","","","Pine Woods Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Bosc","{""1768"": ""1800""}","","",""
"Hyla","gratiosa","","","Barking Treefrogs","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","LeConte","{""1768"": ""1856""}","","",""
"Hyla","squirella","","","Squirrel Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Bosc","{""1768"": ""1800""}","","",""
"Hyla","versicolor","","","Gray Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","LeConte","{""1768"": ""1825""}","","",""
"Hyla","wrightorum","","","Arizona Treefrog","Anura","Anura","Frogs","Holarctic Treefrogs","","Laurenti","Taylor","{""1768"": ""1939 \""1938\""""}","","",""
"Hypopachus","variolosus","","","Sheep Frog","Anura","Anura","Frogs","Sheep Frogs","","Keferstein","Cope","{""1867"": ""1866""}","","",""
"Incilius","alvarius","","","Sonoran Desert Toad","Anura","Anura","Frogs","Central American Toads","","Cope","Girard","{""1863"": ""1859""}","","",""
"Incilius","nebulifer","","","Gulf Coast Toad","Anura","Anura","Frogs","Central American Toads","","Cope","Girard","{""1863"": ""1854""}","","",""
"Leptodactylus","fragilis","","","Mexican White-lipped Frogs","Anura","Anura","Frogs","Neotropical Grass Frogs","","Fitzinger","Brocchi","{""1826"": ""1877""}","","",""
"Lithobates","areolatus","","","Crawfish Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Lithobates","areolatus","areolatus","","Southern Crawfish Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Lithobates","areolatus","circulosus","","Northern Crawfish Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Rice and Davis","{""1843"": ""1878""}","","",""
"Lithobates","berlandieri","","","Rio Grande Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Baird","{""1843"": ""1859""}","","",""
"Lithobates","blairi","","","Plains Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Mecham, Littlejohn, Oldham, Brown, and Brown","{""1843"": ""1973""}","","",""
"Lithobates","capito","","","Gopher Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","LeConte","{""1843"": ""1855""}","","",""
"Lithobates","catesbeianus","","","American Bullfrog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Shaw","{""1843"": ""1802""}","","",""
"Lithobates","chiricahuensis","","","Chiricahua Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Platz and Mecham","{""1843"": ""1979""}","","",""
"Lithobates","clamitans","","","Green Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Latreille","{""1843"": ""1801""}","","",""
"Lithobates","fisheri","","","Vegas Valley Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Stejneger","{""1843"": ""1893""}","","",""
"Lithobates","grylio","","","Pig Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Stejneger","{""1843"": ""1901""}","","",""
"Lithobates","heckscheri","","","River Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Wright","{""1843"": ""1924""}","","",""
"Lithobates","okaloosae","","","Florida Bog Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Moler","{""1843"": ""1985""}","","",""
"Lithobates","onca","","","Relict Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Cope","{""1843"": ""1875""}","","",""
"Lithobates","palustris","","","Pickerel Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","LeConte","{""1843"": ""1825""}","","",""
"Lithobates","pipiens","","","Northern Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Schreber","{""1843"": ""1782""}","","",""
"Lithobates","septentrionalis","","","Mink Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Baird","{""1843"": ""1854""}","","",""
"Lithobates","sevosus","","","Dusky Gopher Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Goin and Netting","{""1843"": ""1940""}","","",""
"Lithobates","sphenocephalus","","","Southern Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Cope","{""1843"": ""1886""}","","",""
"Lithobates","sphenocephalus","sphenocephalus","","Florida Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Cope","{""1843"": ""1886""}","","",""
"Lithobates","sphenocephalus","utricularius","","Southern Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Harlan","{""1843"": ""1825""}","","",""
"Lithobates","sylvaticus","","","Wood Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","LeConte","{""1843"": ""1825""}","","",""
"Lithobates","tarahumarae","","","Tarahumara Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Boulenger","{""1843"": ""1917""}","","",""
"Lithobates","virgatipes","","","Carpenter Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Cope","{""1843"": ""1891""}","","",""
"Lithobates","yavapaiensis","","","Lowland Leopard Frog","Anura","Anura","Frogs","American Water Frogs","","Fitzinger","Platz and Frost","{""1843"": ""1984""}","","",""
"Pseudacris","brachyphona","","","Mountain Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Cope","{""1843"": ""1889""}","","",""
